id_partido,fecha,liga,temporada,equipo_home,rival_home,es_local_home,goles_favor_home,goles_contra_home,xg_favor_home,xg_contra_home,xg_favor_roll_5_home,xg_contra_roll_5_home,xg_diff_roll_5_home,xg_favor_roll_10_home,xg_contra_roll_10_home,xg_diff_roll_10_home,conversion_ratio_10_home,equipo_away,rival_away,es_local_away,goles_favor_away,goles_contra_away,xg_favor_away,xg_contra_away,xg_favor_roll_5_away,xg_contra_roll_5_away,xg_diff_roll_5_away,xg_favor_roll_10_away,xg_contra_roll_10_away,xg_diff_roll_10_away,conversion_ratio_10_away,cuota_home,cuota_draw,cuota_away,target_1x2,tendencia_xg_home,tendencia_xg_away,diff_xg_10_h_vs_a,prob_empate,prob_local,prob_visita
20250525_Southampton_Arsenal,2025-05-25 15:00:00,ENG-Premier League,2425,Southampton,Arsenal,1,1,2,0.598144,2.40711,0.7192953999999999,1.769956,-1.0506606,0.7270141999999999,2.0965488,-1.3695346,0.8252922359807608,Arsenal,Southampton,0,2,1,2.40711,0.598144,2.027496,1.8218038,0.2056921999999996,1.7135524,1.3965518,0.3170006000000001,0.9337322081704604,1.34,5.82,8.37,2,0.3188739999999999,-0.11130840000000047,-0.9865382,0.17087612,0.18216331,0.64696056
20250525_Manchester United_Aston Villa,2025-05-25 15:00:00,ENG-Premier League,2425,Manchester United,Aston Villa,1,2,0,2.96259,0.335222,1.3669184,1.5681387999999998,-0.2012203999999999,1.3171199999999998,1.4813461,-0.1642261000000002,0.6833085191110005,Aston Villa,Manchester United,0,0,2,0.335222,2.96259,1.803454,0.9765206,0.8269333999999998,1.7820777,1.1483521,0.6337255999999998,1.0661706466723384,1.34,5.82,8.37,1,-0.0369942999999997,0.19320780000000004,-0.46495770000000025,0.23009712,0.21153021,0.5583727
20250525_Bournemouth_Leicester,2025-05-25 15:00:00,ENG-Premier League,2425,Bournemouth,Leicester,1,2,0,2.72449,0.156702,0.9353214,1.4049196000000002,-0.4695982000000001,1.4731866999999998,1.3370830000000002,0.1361036999999996,0.74668014130175,Leicester,Bournemouth,0,0,2,0.156702,2.72449,0.9814817999999998,2.1586308,-1.1771489999999998,0.8764201999999999,2.2911074,-1.4146872,0.9128031133888592,1.34,5.82,8.37,1,-0.6057018999999997,0.23753820000000014,0.5967665,0.2728271,0.62174535,0.10542755
20250525_Ipswich_West Ham,2025-05-25 15:00:00,ENG-Premier League,2425,Ipswich,West Ham,1,1,3,0.893095,0.967379,0.710119,1.9693610000000004,-1.2592420000000004,0.959225,2.2006365000000003,-1.2414115000000003,0.9382564692783556,West Ham,Ipswich,0,3,1,0.967379,0.893095,1.2775074,1.5049318,-0.2274244,1.1831934,1.4824719,-0.2992785,0.9296866178541752,1.34,5.82,8.37,2,-0.017830500000000082,0.0718541,-0.22396839999999996,0.34338042,0.2143454,0.44227412
20250525_Fulham_Manchester City,2025-05-25 15:00:00,ENG-Premier League,2425,Fulham,Manchester City,1,0,2,2.21797,2.45923,1.1661218,1.3467842,-0.1806623999999999,1.1820226,1.5652711,-0.3832484999999999,1.1844095160198156,Manchester City,Fulham,0,2,0,2.45923,2.21797,1.4568186,0.8794708,0.5773478000000001,1.7388531,0.9686011,0.7702520000000002,0.9776553421014448,1.34,5.82,8.37,2,0.2025861,-0.19290420000000008,-0.5568305,0.14594117,0.12920356,0.72485524
20250525_Tottenham_Brighton,2025-05-25 15:00:00,ENG-Premier League,2425,Tottenham,Brighton,1,1,4,1.85265,3.11624,1.0184084,1.9792904,-0.960882,1.3530832,1.7476111,-0.3945278999999999,0.7390523073139129,Brighton,Tottenham,0,4,1,3.11624,1.85265,1.3627385999999997,1.926644,-0.5639054000000003,1.6397122,1.6003422,0.0393699999999999,1.0977529485034334,1.34,5.82,8.37,2,-0.5663541000000001,-0.6032754000000002,-0.286629,0.31689313,0.22748767,0.4556192
20250525_Liverpool_Crystal Palace,2025-05-25 15:00:00,ENG-Premier League,2425,Liverpool,Crystal Palace,1,1,1,1.92122,1.4144,2.855324,1.7260593999999998,1.1292646000000002,2.479943,1.3617439,1.1181990999999996,0.8467933146877511,Crystal Palace,Liverpool,0,1,1,1.4144,1.92122,2.1706616,1.0916149999999998,1.0790466,1.9087383,1.5977169,0.3110214,0.7858590222352524,1.34,5.82,8.37,0,0.011065500000000617,0.7680252000000001,0.5712047,0.2004112,0.68805295,0.111535825
20250525_Nottingham Forest_Chelsea,2025-05-25 15:00:00,ENG-Premier League,2425,Nottingham Forest,Chelsea,1,0,1,1.58014,1.30874,1.1563557999999996,1.6686514,-0.5122956000000003,0.9494177,1.534606,-0.5851882999999999,1.4745865022460585,Chelsea,Nottingham Forest,0,1,0,1.30874,1.58014,1.3963217999999995,0.9315184000000002,0.4648033999999995,1.4726385,0.9828784,0.4897600999999999,0.7469580980273856,1.34,5.82,8.37,2,0.07289269999999959,-0.024956700000000442,-0.5232207999999999,0.20449805,0.1503519,0.64515007
20250525_Udinese_Fiorentina,2025-05-25 18:45:00,ITA-Serie A,2425,Udinese,Fiorentina,1,2,3,1.61711,3.06465,1.0148688,1.4652832,-0.4504144000000001,0.9726462,1.5373051,-0.5646588999999999,0.5140610079379244,Fiorentina,Udinese,0,3,2,3.06465,1.61711,0.9083532,1.122826,-0.2144728000000001,1.1753004,1.2862665,-0.1109660999999999,1.2762683682670677,1.34,5.82,8.37,2,0.11424449999999975,-0.1035067000000002,-0.2026542,0.2051385,0.35833257,0.43652892
20250525_Torino_Roma,2025-05-25 18:45:00,ITA-Serie A,2425,Torino,Roma,1,0,2,0.381059,2.64436,1.1196814000000002,1.3434884,-0.2238069999999998,0.9659165,1.4431602,-0.4772436999999999,0.8282280836613893,Roma,Torino,0,2,0,2.64436,0.381059,1.4390815999999995,1.3710416,0.0680399999999996,1.5306521,1.16431254,0.3663395599999999,0.783979074030556,1.34,5.82,8.37,2,0.25343670000000007,-0.2982995600000003,-0.5647356,0.2006538,0.16955286,0.62979335
20250525_Empoli_Verona,2025-05-25 18:45:00,ITA-Serie A,2425,Empoli,Verona,1,1,2,1.23351,0.833807,0.9488232,0.9405242,0.008299,1.00995544,1.2639413000000002,-0.2539858600000002,0.891127542094786,Verona,Empoli,0,2,1,0.833807,1.23351,0.5877984000000002,1.418924,-0.8311255999999999,0.7853403,1.0371554,-0.2518151,0.6366658674387811,1.34,5.82,8.37,2,0.2622848600000002,-0.5793104999999998,0.22461513999999994,0.27785262,0.43442506,0.2877223
20250525_Lazio_Lecce,2025-05-25 18:45:00,ITA-Serie A,2425,Lazio,Lecce,1,0,1,1.73521,0.708667,1.617236,0.9033673999999998,0.7138686000000003,1.4083586,1.0504424999999995,0.3579161000000004,0.8520551143330155,Lecce,Lazio,0,1,0,0.708667,1.73521,0.9235928,1.1829268000000002,-0.259334,1.0148413,1.5017011,-0.4868597999999999,0.7882998176169835,1.34,5.82,8.37,2,0.3559524999999999,0.2275257999999999,0.39351729999999985,0.25302437,0.6691058,0.07786984
20250525_Venezia_Juventus,2025-05-25 18:45:00,ITA-Serie A,2425,Venezia,Juventus,1,2,3,1.01327,1.66948,1.3197436,1.6207521999999996,-0.3010085999999996,1.2656611999999998,1.4030673,-0.1374061000000002,0.6320801869566778,Juventus,Venezia,0,3,2,1.66948,1.01327,1.2796128,0.7334178,0.546195,1.2395816,1.0685728,0.1710088,0.8067231663303438,1.34,5.82,8.37,2,-0.16360249999999943,0.3751862,0.02607959999999987,0.3184278,0.25192907,0.42964315
20250525_Atalanta_Parma Calcio 1913,2025-05-25 18:45:00,ITA-Serie A,2425,Atalanta,Parma Calcio 1913,1,2,3,1.90265,2.82535,2.406416,0.9579306,1.4484854000000005,1.9766708,1.1008429,0.8758279000000002,0.8600314933414843,Parma Calcio 1913,Atalanta,0,3,2,2.82535,1.90265,1.0643094,1.050319,0.0139903999999999,1.0204205000000002,1.0519745,-0.0315539999999998,0.8819884724106655,1.34,5.82,8.37,2,0.5726575000000003,0.04554439999999969,0.9562502999999998,0.1845764,0.7306399,0.08478368
20250525_Athletic Club_Barcelona,2025-05-25 19:00:00,ESP-La Liga,2425,Athletic Club,Barcelona,1,0,3,0.750806,3.36402,1.3433936,0.7352380000000001,0.6081555999999999,1.2229015,1.0520902,0.1708113,0.7359540110515761,Barcelona,Athletic Club,0,3,0,3.36402,0.750806,2.4114894,1.4221862,0.9893031999999996,2.4583207,1.1489067,1.309414,0.9762758063763584,1.34,5.82,8.37,2,0.4373442999999999,-0.3201108000000005,-1.2354191999999997,0.17210793,0.34055838,0.4873337
