id_partido,fecha,liga,temporada,equipo_home,rival_home,es_local_home,goles_favor_home,goles_contra_home,xg_favor_home,xg_contra_home,xg_favor_roll_5_home,xg_contra_roll_5_home,xg_diff_roll_5_home,xg_favor_roll_10_home,xg_contra_roll_10_home,xg_diff_roll_10_home,conversion_ratio_10_home,equipo_away,rival_away,es_local_away,goles_favor_away,goles_contra_away,xg_favor_away,xg_contra_away,xg_favor_roll_5_away,xg_contra_roll_5_away,xg_diff_roll_5_away,xg_favor_roll_10_away,xg_contra_roll_10_away,xg_diff_roll_10_away,conversion_ratio_10_away
20230401_Chelsea_Aston Villa,2023-04-01 16:30:00,ENG-Premier League,2223,Chelsea,Aston Villa,1,0,2,2.38024,0.765794,1.4284721999999999,1.237596,0.19087619999999994,1.5831186000000002,1.0607353,0.5223833000000002,0.5684977938495613,Aston Villa,Chelsea,0,2,0,0.765794,2.38024,1.7465713999999999,1.4400282,0.3065431999999999,1.4349675,1.7275767000000002,-0.29260920000000024,1.1150070541618162
20230401_Cadiz_Sevilla,2023-04-01 16:30:00,ESP-La Liga,2223,Cadiz,Sevilla,1,0,2,0.691241,1.72869,1.186209,1.8329115999999999,-0.6467025999999998,1.1512234300000002,1.4302021999999999,-0.2789787699999997,0.8686403571195931,Sevilla,Cadiz,0,2,0,1.72869,0.691241,1.7207446000000002,1.8724040000000002,-0.1516594,1.65307949,1.59297143,0.06010806000000013,0.7864105879079125
20230401_Juventus_Verona,2023-04-01 18:45:00,ITA-Serie A,2223,Juventus,Verona,1,1,0,1.62901,0.406105,1.3909504,0.78064,0.6103103999999999,1.5597589,0.9859492,0.5738097000000001,1.2181362016038493,Verona,Juventus,0,0,1,0.406105,1.62901,1.0337152,1.400706,-0.36699079999999995,0.9086183,1.2517078,-0.34308949999999994,0.7703996602317384
20230401_Elche_Barcelona,2023-04-01 19:00:00,ESP-La Liga,2223,Elche,Barcelona,1,0,4,0.508304,1.61804,1.2654896199999999,1.8627710000000008,-0.597281380000001,1.3194122099999999,2.0129569999999997,-0.6935447899999998,0.682121410623136,Barcelona,Elche,0,4,0,1.61804,0.508304,1.5854602,0.904517,0.6809432,1.6479659000000002,0.85155449,0.7964114100000002,0.849531625908263
20230401_Rennes_Lens,2023-04-01 19:00:00,FRA-Ligue 1,2223,Rennes,Lens,1,0,1,1.21006,1.4486,1.2570456,1.4828448,-0.22579919999999998,1.3929848,1.4213296,-0.028344799999999948,0.8614588892435229,Lens,Rennes,0,1,0,1.4486,1.21006,1.7872412,1.0465440000000001,0.7406971999999998,1.7035392000000003,1.2205920000000001,0.48294720000000013,0.9392205713724865
20230402_Bologna_Udinese,2023-04-02 10:30:00,ITA-Serie A,2223,Bologna,Udinese,1,3,0,1.29647,0.765574,0.731105,1.2118594000000003,-0.48075440000000025,1.0595761,1.2899841,-0.23040800000000017,1.1325273073568691,Udinese,Bologna,0,0,3,0.765574,1.29647,1.3889217999999999,1.8530659999999997,-0.4641441999999998,1.5175515000000002,1.5084536,0.009097900000000214,0.7907469428570016
20230402_Lille_Lorient,2023-04-02 11:00:00,FRA-Ligue 1,2223,Lille,Lorient,1,3,1,1.96183,0.0956693,2.03966,1.2051772,0.8344828,2.433337,1.2293739000000001,1.2039630999999997,0.8630120435385467,Lorient,Lille,0,1,3,0.0956693,1.96183,1.4096962000000002,1.2104063999999999,0.1992898000000003,1.1553750999999999,1.5868921,-0.43151700000000015,0.9520709317078657
20230402_Celta Vigo_Almeria,2023-04-02 12:00:00,ESP-La Liga,2223,Celta Vigo,Almeria,1,2,2,2.13933,1.23651,1.7628795999999998,1.2004266,0.5624529999999999,1.5673942,1.1240482,0.443346,1.0208019011414606,Almeria,Celta Vigo,0,2,2,1.23651,2.13933,1.3298136,2.20889,-0.8790763999999998,1.4984368,2.1328339,-0.6343971000000002,0.8675702121235863
20230402_Brest_Toulouse,2023-04-02 13:00:00,FRA-Ligue 1,2223,Brest,Toulouse,1,3,1,1.47173,1.77942,0.693255,1.4059132,-0.7126582000000001,0.8989651999999999,1.8091186000000001,-0.9101534000000002,1.3348666501588158,Toulouse,Brest,0,1,3,1.77942,1.47173,1.453564,1.4050794,0.0484846000000001,1.725669,1.2935121,0.43215689999999984,0.869227604350774
20230402_Nantes_Reims,2023-04-02 13:00:00,FRA-Ligue 1,2223,Nantes,Reims,1,0,3,1.37353,2.00509,1.1426935999999999,1.6732061999999999,-0.5305126,1.135494,1.3910547000000002,-0.2555607000000002,1.0568078239005898,Reims,Nantes,0,3,0,2.00509,1.37353,1.521546,0.959534,0.5620120000000001,1.6342984,0.934973,0.6993254,0.9178244818544263
20230402_Angers_Nice,2023-04-02 13:00:00,FRA-Ligue 1,2223,Angers,Nice,1,1,1,0.960041,1.20001,0.9500698000000002,2.0803020000000005,-1.1302322000000005,0.7590888,1.8490109999999997,-1.0899221999999997,0.6586835971185491,Nice,Angers,0,1,1,1.20001,0.960041,1.560502,1.0106370000000002,0.5498649999999998,1.4076734,1.1370252,0.2706481999999999,1.0655873261600837
20230402_Spezia_Salernitana,2023-04-02 13:00:00,ITA-Serie A,2223,Spezia,Salernitana,1,1,1,1.67704,1.06944,1.1618403999999998,2.148418,-0.9865776000000002,1.0350298,1.8610498999999998,-0.8260200999999998,0.6763083765236745,Salernitana,Spezia,0,1,1,1.06944,1.67704,0.9931187999999999,1.5959002,-0.6027814000000001,0.8095682999999999,1.8718850999999996,-1.0623167999999996,1.2352247052846497
20230402_Clermont Foot_Ajaccio,2023-04-02 13:00:00,FRA-Ligue 1,2223,Clermont Foot,Ajaccio,1,2,1,2.13637,0.411997,1.3056014,1.7285081999999998,-0.4229067999999998,1.2175923000000002,1.4489423,-0.23134999999999972,0.41064614925197107,Ajaccio,Clermont Foot,0,1,2,0.411997,2.13637,1.1019176,1.3959540000000001,-0.2940364000000002,0.8846311,1.5725033,-0.6878721999999999,0.5652067113549237
20230402_Monza_Lazio,2023-04-02 13:00:00,ITA-Serie A,2223,Monza,Lazio,1,0,2,1.54801,0.496678,0.9644283999999999,1.545763,-0.5813346000000001,1.2600934,1.3217510000000001,-0.0616576000000002,1.031668738469118,Lazio,Monza,0,2,0,0.496678,1.54801,1.2377118,0.6694741999999998,0.5682376000000002,1.4555243,1.0923631999999999,0.3631611000000001,0.8931483362054923
20230402_West Ham_Southampton,2023-04-02 13:00:00,ENG-Premier League,2223,West Ham,Southampton,1,1,0,1.40363,0.318261,1.3776056,1.6346108000000001,-0.25700520000000004,1.3802473000000002,1.3267001999999999,0.05354710000000029,0.7969580545761222,Southampton,West Ham,0,0,1,0.318261,1.40363,1.158945,1.3704218000000001,-0.21147680000000024,1.0117236,1.379869,-0.36814539999999996,0.790729018549119
20230402_FC Cologne_Borussia M.Gladbach,2023-04-02 13:30:00,GER-Bundesliga,2223,FC Cologne,Borussia M.Gladbach,1,0,0,1.05192,0.520471,0.8679998,1.6520797999999999,-0.7840799999999999,1.0971259,1.2488480000000002,-0.1517221000000002,1.0937659080275948,Borussia M.Gladbach,FC Cologne,0,0,0,0.520471,1.05192,1.8456531999999999,1.4983977999999998,0.3472554000000001,1.4084341999999999,1.5837407999999997,-0.17530659999999987,0.8520093789192432
20230402_Real Madrid_Real Valladolid,2023-04-02 14:15:00,ESP-La Liga,2223,Real Madrid,Real Valladolid,1,6,0,4.82721,0.719567,1.3758184,0.7956566,0.5801618,1.7277403,0.6578614,1.0698789,0.8681855321742903,Real Valladolid,Real Madrid,0,0,6,0.719567,4.82721,0.9184666,2.257651,-1.3391844000000002,0.9841609,1.9881274999999998,-1.0039665999999998,0.7112650875836588
20230402_Monaco_Strasbourg,2023-04-02 15:05:00,FRA-Ligue 1,2223,Monaco,Strasbourg,1,4,3,1.40127,1.55623,1.51043,1.134184,0.37624599999999986,2.051826,0.9998803,1.0519457,1.0722151526420112,Strasbourg,Monaco,0,3,4,1.55623,1.40127,1.7916294000000001,1.201528,0.5901014000000002,1.284485,1.6050718,-0.32058679999999984,0.934225830409985
20230402_Werder Bremen_Hoffenheim,2023-04-02 15:30:00,GER-Bundesliga,2223,Werder Bremen,Hoffenheim,1,1,2,0.67338,1.63673,1.0975173999999999,1.5744734,-0.47695600000000016,0.9145626,1.6967198,-0.7821571999999999,1.5307847371139636,Hoffenheim,Werder Bremen,0,2,1,1.63673,0.67338,1.1421378,1.3072186000000001,-0.16508080000000014,1.2063729,1.5698126000000001,-0.36343970000000003,0.9118234404772848
20230402_Newcastle United_Manchester United,2023-04-02 15:30:00,ENG-Premier League,2223,Newcastle United,Manchester United,1,2,0,3.33162,0.334127,1.7224798,1.2586780000000002,0.4638017999999997,1.6995612000000002,1.0382462000000001,0.6613150000000001,0.41187077472068984,Manchester United,Newcastle United,0,0,2,0.334127,3.33162,1.8597806,1.6932856,0.16649499999999984,1.7991979,1.4578269,0.3413710000000001,0.9448649618449633
20230402_Roma_Sampdoria,2023-04-02 16:00:00,ITA-Serie A,2223,Roma,Sampdoria,1,3,0,3.16,0.249188,0.8795052,1.2887778,-0.4092726000000001,1.2591824,0.9856939,0.2734885,1.1118316839310303,Sampdoria,Roma,0,0,3,0.249188,3.16,1.1306948,1.4061296,-0.2754348,1.1386037999999998,1.6094988000000001,-0.4708950000000003,0.7026142872399626
20230402_Villarreal_Real Sociedad,2023-04-02 16:30:00,ESP-La Liga,2223,Villarreal,Real Sociedad,1,2,0,2.80501,0.912497,1.644686,1.1539804,0.4907056000000001,1.4861422000000002,1.3963725,0.08976970000000017,0.8747474671350648,Real Sociedad,Villarreal,0,0,2,0.912497,2.80501,1.360007,0.8743324199999998,0.4856745800000002,1.2917782,0.87221891,0.41955929000000003,0.928951325427751
20230402_Paris Saint Germain_Lyon,2023-04-02 18:45:00,FRA-Ligue 1,2223,Paris Saint Germain,Lyon,1,0,1,1.22372,2.14851,2.261956,1.6775574000000002,0.5843985999999999,2.0645846000000003,1.5886326,0.4759520000000004,0.9687174026594004,Lyon,Paris Saint Germain,0,1,0,2.14851,1.22372,1.5516298,1.3572566000000001,0.1943731999999998,1.7388739000000002,1.1904188999999998,0.5484550000000004,0.9201351977649456
20230402_Napoli_AC Milan,2023-04-02 18:45:00,ITA-Serie A,2223,Napoli,AC Milan,1,0,4,1.17709,2.65298,1.9112686,0.6124996,1.298769,1.8307783,0.5910124,1.2397659,1.3655387080245007,AC Milan,Napoli,0,4,0,2.65298,1.17709,2.0372008,1.08047656,0.95672424,1.5180968,1.3636449800000001,0.1544518199999998,0.7245909980239745
20230402_Atletico Madrid_Real Betis,2023-04-02 19:00:00,ESP-La Liga,2223,Atletico Madrid,Real Betis,1,1,0,1.70131,0.371436,1.9008342000000003,1.0661218,0.8347124000000004,1.8968289000000003,0.9769505,0.9198784000000002,1.0016712621411124,Real Betis,Atletico Madrid,0,0,1,0.371436,1.70131,1.7002192,0.8961446000000001,0.8040746,1.8945450999999998,1.3545876,0.5399574999999999,0.7917463713340098
20230403_Empoli_Lecce,2023-04-03 16:30:00,ITA-Serie A,2223,Empoli,Lecce,1,1,0,1.78579,0.147883,0.8911697999999999,2.0559056,-1.1647358,1.0785088999999999,1.8258687999999998,-0.7473599,0.8344846904047891,Lecce,Empoli,0,0,1,0.147883,1.78579,0.5772906,1.1682988,-0.5910082000000001,0.8882335999999998,1.1254495,-0.23721590000000015,0.9006629554849588
20230403_Sassuolo_Torino,2023-04-03 18:45:00,ITA-Serie A,2223,Sassuolo,Torino,1,1,1,1.37696,1.86965,1.6896528,1.3221777999999997,0.3674750000000002,1.4407851999999999,1.2428938,0.19789139999999983,1.2493179071259846,Torino,Sassuolo,0,1,1,1.86965,1.37696,1.3903628000000001,1.087847,0.3025158000000001,1.2089486,1.1008844,0.10806420000000005,0.9098807758404486
20230403_Valencia_Rayo Vallecano,2023-04-03 19:00:00,ESP-La Liga,2223,Valencia,Rayo Vallecano,1,1,1,2.71116,0.645345,0.9781194,1.732872,-0.7547526,1.1421602,1.834536,-0.6923758,0.43776657795764734,Rayo Vallecano,Valencia,0,1,1,0.645345,2.71116,1.0105844,1.2391311999999999,-0.22854679999999994,1.0780829,1.2052425,-0.12715959999999993,0.7420572740210665
20230403_Everton_Tottenham,2023-04-03 19:00:00,ENG-Premier League,2223,Everton,Tottenham,1,1,1,0.823365,1.39177,1.64332,1.9560885999999997,-0.31276859999999984,1.3717687,1.6853767999999998,-0.3136080999999997,0.5831882713257189,Tottenham,Everton,0,1,1,1.39177,0.823365,1.4464326,1.0677502,0.3786824,1.3640048,1.3001948,0.06380999999999992,1.0997020687155437
20230404_Bournemouth_Brighton,2023-04-04 18:45:00,ENG-Premier League,2223,Bournemouth,Brighton,1,0,2,1.15322,2.63392,1.51398,2.3270578,-0.8130777999999999,1.3250291,1.9525783999999997,-0.6275492999999996,0.6792298529671137,Brighton,Bournemouth,0,2,0,2.63392,1.15322,2.4271573999999996,0.7128634,1.7142939999999995,2.4195397,0.9217793999999999,1.4977603000000002,0.8679333230476346
20230404_Leicester_Aston Villa,2023-04-04 18:45:00,ENG-Premier League,2223,Leicester,Aston Villa,1,1,2,0.671597,1.00159,1.13450706,1.1942672,-0.05976014000000007,1.31420663,1.6531996,-0.33899297000000006,0.9891892044486152,Aston Villa,Leicester,0,2,1,1.00159,0.671597,1.8325798000000002,1.3441142,0.4884656000000003,1.4083209,1.8823485000000002,-0.4740276000000001,1.2071103914524088
20230404_Leeds_Nottingham Forest,2023-04-04 18:45:00,ENG-Premier League,2223,Leeds,Nottingham Forest,1,2,1,2.43248,0.613917,0.8206580000000001,1.9663736,-1.1457156,0.8645167,1.5177438,-0.6532271000000001,1.1567143159706272,Nottingham Forest,Leeds,0,1,2,0.613917,2.43248,0.8850054,1.8755837999999998,-0.9905783999999997,0.9900271,1.761684,-0.7716569,1.010072340370945
20230404_Chelsea_Liverpool,2023-04-04 19:00:00,ENG-Premier League,2223,Chelsea,Liverpool,1,0,0,2.18903,0.202217,1.5810742000000002,1.2668484000000002,0.3142258,1.5812316,1.0661881,0.5150435,0.5059344210333129,Liverpool,Chelsea,0,0,0,0.202217,2.18903,1.9897301999999997,1.3454296,0.6443005999999998,1.8238761000000001,1.5756569,0.24821920000000008,0.767595579767957
20230405_Manchester United_Brentford,2023-04-05 19:00:00,ENG-Premier League,2223,Manchester United,Brentford,1,1,0,1.1445,0.64499,1.5265920000000002,2.24865,-0.7220579999999999,1.5352276,1.7230867,-0.18785910000000006,0.9119163100531087,Brentford,Manchester United,0,0,1,0.64499,1.1445,1.5631273999999997,1.7982213999999999,-0.23509400000000014,1.4437882,1.2768911,0.1668970999999999,1.1081950190512577
20230405_West Ham_Newcastle United,2023-04-05 19:00:00,ENG-Premier League,2223,West Ham,Newcastle United,1,1,5,0.83342,2.84091,1.4431015999999999,1.51817,-0.07506840000000015,1.4066313,1.2070903,0.19954099999999997,0.8531014110794982,Newcastle United,West Ham,0,5,1,2.84091,0.83342,2.0790978,1.0165874000000001,1.0625103999999999,1.7538772000000002,1.019949,0.7339282000000003,0.513148518523122
20230407_Salernitana_Inter,2023-04-07 15:00:00,ITA-Serie A,2223,Salernitana,Inter,1,1,1,0.86082,2.98043,1.1395312,1.3134502000000001,-0.17391900000000016,0.8629901,1.7177211,-0.8547309999999999,1.0428844515314237,Inter,Salernitana,0,1,1,2.98043,0.86082,1.9533467999999998,0.8598064000000001,1.0935403999999997,1.8572334000000001,0.7204171,1.1368163,0.484591497982161
20230407_Lecce_Napoli,2023-04-07 17:00:00,ITA-Serie A,2223,Lecce,Napoli,1,1,2,0.812341,1.04784,0.5022876,1.2434468,-0.7411592000000001,0.7204589,1.1528365,-0.43237760000000003,0.8328013814509315,Napoli,Lecce,0,2,1,1.04784,0.812341,1.7133926,0.9761868,0.7372057999999999,1.7249063,0.7600487,0.9648576,1.1594825994417208
20230407_Lens_Strasbourg,2023-04-07 19:00:00,FRA-Ligue 1,2223,Lens,Strasbourg,1,2,1,1.31665,0.580047,1.4509072,1.2412594,0.20964780000000016,1.6788982000000001,1.3244363,0.3544619000000002,0.9530053978225732,Strasbourg,Lens,0,1,2,0.580047,1.31665,1.7129594000000001,1.2718479999999999,0.44111140000000026,1.324627,1.4983498000000002,-0.17372280000000018,0.9814076102875675
20230407_Sevilla_Celta Vigo,2023-04-07 19:00:00,ESP-La Liga,2223,Sevilla,Celta Vigo,1,2,2,0.475247,0.611169,1.9712520000000002,1.7357162000000002,0.23553580000000007,1.74750829,1.37748553,0.3700227600000001,0.801140233137187,Celta Vigo,Sevilla,0,2,2,0.611169,0.475247,1.9222396,1.1419245999999998,0.7803150000000001,1.5355161999999998,1.237196,0.2983201999999998,1.107118826151866
20230407_AC Milan_Empoli,2023-04-07 19:00:00,ITA-Serie A,2223,AC Milan,Empoli,1,0,0,2.23861,0.0994945,1.9937987999999998,1.23463576,0.7591630399999998,1.6322028,1.2987909800000002,0.3334118199999998,0.7964691664116945,Empoli,AC Milan,0,0,0,0.0994945,2.23861,1.1228442,1.6543402,-0.531496,1.0613949,1.7230461,-0.6616511999999999,0.8479399628357336
20230408_Udinese_Monza,2023-04-08 10:30:00,ITA-Serie A,2223,Udinese,Monza,1,2,2,1.59287,1.44568,1.4139963999999998,1.5651160000000002,-0.15111960000000035,1.3493299,1.4415816,-0.09225169999999983,0.815218861437176,Monza,Udinese,0,2,2,1.44568,1.59287,1.1927716,1.0711005999999998,0.12167100000000008,1.1655654,1.325777,-0.1602116,0.8579519793981707
20230408_Manchester United_Everton,2023-04-08 11:30:00,ENG-Premier League,2223,Manchester United,Everton,1,2,0,4.38578,0.949183,1.494742,1.999322,-0.50458,1.4514496000000001,1.7138906999999999,-0.26244109999999976,0.8956556978239562,Everton,Manchester United,0,0,2,0.949183,4.38578,1.499775,1.8223686000000001,-0.32259360000000004,1.3359142,1.7161417999999997,-0.3802275999999998,0.5988404054389082
20230408_Osasuna_Elche,2023-04-08 12:00:00,ESP-La Liga,2223,Osasuna,Elche,1,2,1,1.68972,0.657812,0.885407,1.3940607999999999,-0.5086537999999998,0.8132000000000001,1.6023294,-0.7891293999999998,0.6148541381528059,Elche,Osasuna,0,1,2,0.657812,1.68972,1.04684242,1.9146050000000006,-0.8677625800000006,1.30477401,2.034557,-0.7297829899999999,0.6131325277298191
20230408_Fiorentina_Spezia,2023-04-08 12:30:00,ITA-Serie A,2223,Fiorentina,Spezia,1,1,1,0.920716,1.05143,1.554214,1.4832946,0.07091939999999997,1.4226458,1.3385317,0.08411409999999986,0.8434981894311364,Spezia,Fiorentina,0,1,1,1.05143,0.920716,1.3300214000000001,2.079506,-0.7494845999999997,1.0465567999999998,1.8734969999999997,-0.8269401999999999,0.6688593788130958
20230408_Augsburg_FC Cologne,2023-04-08 13:30:00,GER-Bundesliga,2223,Augsburg,FC Cologne,1,1,3,0.941865,2.0605,0.938819,2.0514162,-1.1125971999999997,1.1428661,1.7606918,-0.6178257,1.1374900896175943,FC Cologne,Augsburg,0,3,1,2.0605,0.941865,0.9879691999999999,1.41649,-0.42852080000000015,0.8832779000000001,1.2756169,-0.3923389999999999,0.5660726187391095
20230408_Bayer Leverkusen_Eintracht Frankfurt,2023-04-08 13:30:00,GER-Bundesliga,2223,Bayer Leverkusen,Eintracht Frankfurt,1,3,1,2.35055,0.7609,2.1347340000000004,1.207487,0.9272470000000004,1.9361655,1.1546993,0.7814661999999999,1.0329690137702519,Eintracht Frankfurt,Bayer Leverkusen,0,1,3,0.7609,2.35055,1.5736466,1.2975033999999999,0.27614320000000014,1.3465606,1.2465901000000001,0.09997049999999996,0.8911586369312774
20230408_Mainz 05_Werder Bremen,2023-04-08 13:30:00,GER-Bundesliga,2223,Mainz 05,Werder Bremen,1,2,2,1.98671,1.08214,1.7004541999999998,0.9777516000000002,0.7227025999999996,1.9324610999999998,1.2406634,0.6917976999999997,1.190191517856935,Werder Bremen,Mainz 05,0,2,2,1.08214,1.98671,1.2020346,1.4855234000000004,-0.28348880000000043,0.9566224,1.5413528,-0.5847304000000001,1.4634808222337026
20230408_Borussia Dortmund_Union Berlin,2023-04-08 13:30:00,GER-Bundesliga,2223,Borussia Dortmund,Union Berlin,1,2,1,2.5021,0.522776,2.01089,1.8333254,0.17756459999999974,1.9310164,1.4106845,0.5203319000000002,1.4500128274349056,Union Berlin,Borussia Dortmund,0,1,2,0.522776,2.5021,0.9658165999999999,2.1640736,-1.1982570000000001,0.9614084,1.4221657,-0.46075730000000004,1.456195456378937
20230408_Freiburg_Bayern Munich,2023-04-08 13:30:00,GER-Bundesliga,2223,Freiburg,Bayern Munich,1,0,1,1.0909,3.09211,0.8482711999999999,1.6000039999999998,-0.7517327999999999,1.2803321,1.4806259000000002,-0.20029380000000008,1.0934654427039339,Bayern Munich,Freiburg,0,1,0,3.09211,1.0909,2.624306,1.343307,1.2809989999999998,2.2157825,1.3284777,0.8873047999999999,1.1733998380256916
20230408_Brentford_Newcastle United,2023-04-08 14:00:00,ENG-Premier League,2223,Brentford,Newcastle United,1,1,2,2.06521,1.02337,1.2034094,1.6920593999999998,-0.4886499999999998,1.3784722,1.3644128,0.014059400000000055,1.0156164080665477,Newcastle United,Brentford,0,2,1,1.02337,2.06521,2.2975757999999997,0.7501734000000002,1.5474023999999995,1.9420159,1.0062273,0.9357886,0.7209000086456508
20230408_Tottenham_Brighton,2023-04-08 14:00:00,ENG-Premier League,2223,Tottenham,Brighton,1,2,1,0.594139,1.47549,1.4387026,1.1593886,0.27931400000000006,1.3321498000000003,1.1782993000000002,0.1538505000000001,1.2010652247478286,Brighton,Tottenham,0,1,2,1.47549,0.594139,2.4111914,0.8986646,1.5125267999999998,2.4322007,0.9202054000000001,1.5119953000000002,0.7811852117363457
20230408_Wolverhampton Wanderers_Chelsea,2023-04-08 14:00:00,ENG-Premier League,2223,Wolverhampton Wanderers,Chelsea,1,1,0,0.601153,0.815308,1.0413002,1.8364739999999997,-0.7951737999999997,1.0833221,1.7179773,-0.6346552000000001,1.0153942069545088,Chelsea,Wolverhampton Wanderers,0,0,1,0.815308,0.601153,1.966424,1.1220292,0.8443947999999999,1.5871476,1.0026732,0.5844744,0.44104250855905996
20230408_Leicester_Bournemouth,2023-04-08 14:00:00,ENG-Premier League,2223,Leicester,Bournemouth,1,0,1,0.731965,1.92396,1.2647572,1.2501734,0.014583800000000036,1.30102423,1.5780455999999998,-0.27702136999999993,1.0760744432296674,Bournemouth,Leicester,0,1,0,1.92396,0.731965,1.52757,2.2574297999999997,-0.7298597999999996,1.4134228,2.0861554,-0.6727326,0.6367516947146354
20230408_Aston Villa_Nottingham Forest,2023-04-08 14:00:00,ENG-Premier League,2223,Aston Villa,Nottingham Forest,1,2,0,1.42718,0.232452,1.6208238000000001,1.1702156,0.45060820000000024,1.3438808999999998,1.7032132,-0.35933230000000016,1.2649921097977435,Nottingham Forest,Aston Villa,0,0,2,0.232452,1.42718,0.937619,1.7520158,-0.8143967999999999,0.8761058,1.9245898999999997,-1.0484840999999996,1.0272720175211516
20230408_Fulham_West Ham,2023-04-08 14:00:00,ENG-Premier League,2223,Fulham,West Ham,1,0,1,0.456524,1.23261,0.8064052,2.3877034000000004,-1.5812982000000004,0.9016935,1.9395526,-1.0378591,0.9981207604127562,West Ham,Fulham,0,1,0,1.23261,0.456524,1.536751,1.8002679999999998,-0.2635169999999998,1.3607283,1.3654113,-0.004683000000000215,0.8083900302580389
20230408_Espanyol_Athletic Club,2023-04-08 14:15:00,ESP-La Liga,2223,Espanyol,Athletic Club,1,1,2,1.16752,2.73876,1.3397114,1.3606528,-0.020941399999999888,1.3846215999999998,1.3546973000000002,0.02992429999999957,0.8666621503939053,Athletic Club,Espanyol,0,2,1,2.73876,1.16752,1.3670006000000001,0.9449947999999999,0.4220058000000002,1.2881348999999997,1.0580481000000002,0.2300867999999996,0.8539471650467937
20230408_Sampdoria_Cremonese,2023-04-08 14:30:00,ITA-Serie A,2223,Sampdoria,Cremonese,1,2,3,2.63086,1.12248,0.6597504000000001,1.8953246,-1.2355741999999998,1.0459116,1.7298057999999998,-0.6838941999999999,0.7648822664532391,Cremonese,Sampdoria,0,3,2,1.12248,2.63086,1.1668284,1.401801,-0.2349726000000001,0.960032,1.6089774,-0.6489453999999999,1.0416308606058333
20230408_Atalanta_Bologna,2023-04-08 14:30:00,ITA-Serie A,2223,Atalanta,Bologna,1,0,2,1.36434,1.48593,1.6674255599999999,1.2964036,0.37102195999999976,1.6384528799999998,1.1745377,0.46391517999999987,0.7934309386847069,Bologna,Atalanta,0,2,0,1.48593,1.36434,0.847594,0.8441922000000002,0.0034017999999997883,0.9927041000000001,1.1217625,-0.1290583999999999,1.309553058607234
20230408_Angers_Lille,2023-04-08 15:00:00,FRA-Ligue 1,2223,Angers,Lille,1,1,0,1.03911,1.06957,0.9321439999999999,1.930388,-0.9982440000000001,0.8156220000000001,1.7584020000000002,-0.9427800000000002,0.6130283231345854,Lille,Angers,0,0,1,1.06957,1.03911,1.79048,0.80510506,0.98537494,2.1988390000000004,1.14079193,1.0580470700000004,0.8640919757690417
20230408_Real Sociedad_Getafe,2023-04-08 16:30:00,ESP-La Liga,2223,Real Sociedad,Getafe,1,2,0,2.1178,0.243923,1.2367024,1.1668284199999999,0.06987398000000011,1.1941889,1.12620961,0.06797929000000003,0.7536489799486664,Getafe,Real Sociedad,0,0,2,0.243923,2.1178,1.566511,1.2120161999999999,0.3544948000000001,1.3792497999999997,1.2585117000000001,0.12073809999999963,0.7975344295613243
20230408_Hertha Berlin_RasenBallsport Leipzig,2023-04-08 16:30:00,GER-Bundesliga,2223,Hertha Berlin,RasenBallsport Leipzig,1,0,1,0.503827,2.57231,1.18418,1.3068728,-0.12269280000000005,1.1960083000000001,1.5140425,-0.3180341999999998,0.9197252897615428,RasenBallsport Leipzig,Hertha Berlin,0,1,0,2.57231,0.503827,1.7740356,1.457892,0.31614359999999997,1.9635717,1.1575237,0.8060479999999999,0.9166963871518483
20230408_Verona_Sassuolo,2023-04-08 16:30:00,ITA-Serie A,2223,Verona,Sassuolo,1,2,1,0.274094,1.66876,0.9992177999999999,1.483222,-0.4840042000000001,0.9308493,1.3537686,-0.4229193,0.7520006170702206,Sassuolo,Verona,0,1,2,1.66876,0.274094,1.798136,1.2628137999999998,0.5353222000000002,1.5083541,1.1507908,0.35756330000000003,1.259650330349929
20230408_Southampton_Manchester City,2023-04-08 16:30:00,ENG-Premier League,2223,Southampton,Manchester City,1,1,4,0.492801,3.05999,1.1443716,1.5071382,-0.36276660000000005,0.9351377,1.402041,-0.46690330000000013,0.6416160511804292,Manchester City,Southampton,0,4,1,3.05999,0.492801,2.466798,0.6152196,1.8515783999999997,2.4395247,0.8108783,1.6286464,1.0247893678676965
20230408_Torino_Roma,2023-04-08 16:30:00,ITA-Serie A,2223,Torino,Roma,1,0,1,0.256844,1.10917,1.2827708000000002,1.2655163999999999,0.017254400000000336,1.3014167,1.0824034,0.21901330000000008,0.9220713687849796,Roma,Torino,0,1,0,1.10917,0.256844,1.2682192,1.2228970000000001,0.04532219999999998,1.4535974,0.9728149,0.4807825,1.031921884338893
20230408_Lazio_Juventus,2023-04-08 18:45:00,ITA-Serie A,2223,Lazio,Juventus,1,2,1,1.1873,2.18145,0.7191894,0.9116005999999999,-0.1924111999999999,1.2261241,1.1770371,0.0490870000000001,1.060250703619068,Juventus,Lazio,0,1,2,2.18145,1.1873,1.4339524,0.694634,0.7393183999999999,1.6263982,0.8029787,0.8234194999999999,1.1682248736964456
