id_partido,fecha,liga,temporada,equipo_home,rival_home,es_local_home,goles_favor_home,goles_contra_home,xg_favor_home,xg_contra_home,xg_favor_roll_5_home,xg_contra_roll_5_home,xg_diff_roll_5_home,xg_favor_roll_10_home,xg_contra_roll_10_home,xg_diff_roll_10_home,conversion_ratio_10_home,equipo_away,rival_away,es_local_away,goles_favor_away,goles_contra_away,xg_favor_away,xg_contra_away,xg_favor_roll_5_away,xg_contra_roll_5_away,xg_diff_roll_5_away,xg_favor_roll_10_away,xg_contra_roll_10_away,xg_diff_roll_10_away,conversion_ratio_10_away
20220514_Roma_Venezia,2022-05-14 18:45:00,ITA-Serie A,2122,Roma,Venezia,1,1,1,3.01714,0.343274,1.2200082,1.3552586,-0.13525039999999988,1.7141871000000002,0.9936349,0.7205522000000002,0.6417032063167396,Venezia,Roma,0,1,1,0.343274,3.01714,1.0753620000000002,2.804288,-1.728926,1.2240041000000002,2.480435,-1.2564308999999998,0.735291053934334
20220514_Rennes_Marseille,2022-05-14 19:00:00,FRA-Ligue 1,2122,Rennes,Marseille,1,2,0,1.19637,0.298071,1.5412488,1.5838387999999999,-0.042589999999999906,1.6795972,1.3734977999999998,0.30609940000000013,1.6075273240945365,Marseille,Rennes,0,0,2,0.298071,1.19637,1.5138086000000002,1.1232618,0.3905468000000001,1.8517691000000003,0.9112564000000001,0.9405127000000002,1.0800476797848717
20220514_Lyon_Nantes,2022-05-14 19:00:00,FRA-Ligue 1,2122,Lyon,Nantes,1,3,2,3.12892,1.28359,2.74203,1.6509500000000004,1.0910799999999998,2.278274,1.4473584000000002,0.8309156,1.1851071534384567,Nantes,Lyon,0,2,3,1.28359,3.12892,1.8098211999999996,1.8987202,-0.0888990000000005,1.4364732,1.4639874000000002,-0.027514200000000155,1.2530681024413806
20220514_Bordeaux_Lorient,2022-05-14 19:00:00,FRA-Ligue 1,2122,Bordeaux,Lorient,1,0,0,1.0391,0.605152,1.2573506,2.1673766,-0.9100259999999998,1.2940961,1.9413708,-0.6472747000000001,0.7727395417237238,Lorient,Bordeaux,0,0,0,0.605152,1.0391,0.7981442000000002,1.895184,-1.0970397999999997,1.2043731,1.783399,-0.5790259,1.0793988346311998
20220514_Troyes_Lens,2022-05-14 19:00:00,FRA-Ligue 1,2122,Troyes,Lens,1,1,3,0.198308,0.85636,1.5480357999999999,1.4409573999999998,0.10707840000000002,1.4431299,1.0715061,0.37162380000000006,0.8315254007796521,Lens,Troyes,0,3,1,0.85636,0.198308,1.1857976000000001,0.9331678,0.2526298000000001,1.1663115999999998,1.1530073,0.013304299999999714,1.2861046000874896
20220514_Montpellier_Paris Saint Germain,2022-05-14 19:00:00,FRA-Ligue 1,2122,Montpellier,Paris Saint Germain,1,0,4,0.292577,2.57935,1.2513328,1.74304,-0.4917072,1.1399157,1.7155504000000001,-0.5756347000000002,0.701805667028126,Paris Saint Germain,Montpellier,0,4,0,2.57935,0.292577,1.7885739999999999,0.9896459999999999,0.798928,1.8692533999999998,1.1280078999999998,0.7412455,1.3374316518928617
20220514_Strasbourg_Clermont Foot,2022-05-14 19:00:00,FRA-Ligue 1,2122,Strasbourg,Clermont Foot,1,1,0,0.635695,0.4006,1.7583061999999998,1.0511252,0.7071809999999998,1.5824676,1.0596206,0.5228470000000001,0.6951164781405458,Clermont Foot,Strasbourg,0,0,1,0.4006,0.635695,1.5394619999999999,1.0449237999999998,0.49453820000000004,1.3144117,1.5258919,-0.2114802,0.7607960574331031
20220514_Nice_Lille,2022-05-14 19:00:00,FRA-Ligue 1,2122,Nice,Lille,1,1,3,0.985813,2.52062,1.8288332,0.9750310000000001,0.8538022,1.5243825000000002,1.1293275,0.39505500000000016,0.721603192372523,Lille,Nice,0,3,1,2.52062,0.985813,0.7031788000000001,1.1381456,-0.4349668,1.2463422999999998,0.7980199000000001,0.4483223999999997,0.8023471542712189
20220514_Monaco_Brest,2022-05-14 19:00:00,FRA-Ligue 1,2122,Monaco,Brest,1,4,2,3.84541,1.99445,2.1658486,1.1165468,1.0493017999999998,1.7316074999999997,1.0460869,0.6855205999999998,1.1549954854113966,Brest,Monaco,0,2,4,1.99445,3.84541,1.1326364000000002,1.6101364,-0.4774999999999998,0.8982115,1.5071964000000002,-0.6089849000000002,1.2246545221759884
20220514_Saint-Etienne_Reims,2022-05-14 19:00:00,FRA-Ligue 1,2122,Saint-Etienne,Reims,1,1,2,1.63375,2.1296,1.230191,1.4544336000000002,-0.22424260000000018,1.0553066,1.7775493,-0.7222427,1.231868319720241,Reims,Saint-Etienne,0,2,1,2.1296,1.63375,0.8659701999999999,1.0726779999999998,-0.20670779999999989,1.0356470999999998,1.1883814000000001,-0.15273430000000032,0.8690210506831424
20220514_Metz_Angers,2022-05-14 19:00:00,FRA-Ligue 1,2122,Metz,Angers,1,1,0,0.742006,0.609469,1.1558524,2.075582,-0.9197295999999999,0.8513798999999999,2.036256,-1.1848760999999999,1.057106167169125,Angers,Metz,0,0,1,0.609469,0.742006,1.0445132000000001,1.8961906,-0.8516773999999998,1.0980338,1.6437124,-0.5456786,1.0017897429116092
20220515_Bologna_Sassuolo,2022-05-15 10:30:00,ITA-Serie A,2122,Bologna,Sassuolo,1,1,3,1.64743,2.61319,1.4365098,1.9718774000000003,-0.5353676000000003,1.334468,1.7337173,-0.3992492999999999,0.7493617311454969,Sassuolo,Bologna,0,3,1,2.61319,1.64743,1.1991958,1.997132,-0.7979361999999999,1.7177959,1.9235289999999998,-0.20573309999999978,1.0478537945900357
20220515_Tottenham_Burnley,2022-05-15 11:00:00,ENG-Premier League,2122,Tottenham,Burnley,1,1,0,2.39449,0.629888,1.4330459999999998,0.7472268,0.6858191999999999,1.7980581,0.846618,0.9514401,1.2791570644146235,Burnley,Tottenham,0,0,1,0.629888,2.39449,1.596456,1.4602648,0.13619120000000007,1.34068553,1.7016263999999999,-0.36094086999999986,0.7458865123378244
20220515_Watford_Leicester,2022-05-15 13:00:00,ENG-Premier League,2122,Watford,Leicester,1,1,5,2.58968,2.27297,0.6406962,2.0956806,-1.4549844,0.8119584,1.7422425000000001,-0.9302841000000002,0.8621120711207975,Leicester,Watford,0,5,1,2.27297,2.58968,1.0682942,1.3421564,-0.27386219999999994,0.9665929999999999,1.6344829,-0.6678899000000001,1.2414726348394467
20220515_West Ham_Manchester City,2022-05-15 13:00:00,ENG-Premier League,2122,West Ham,Manchester City,1,2,2,1.0088,2.14723,1.427293,1.5659627999999999,-0.13866979999999995,1.3823379,1.5170188000000002,-0.13468090000000021,0.8680939240008366,Manchester City,West Ham,0,2,2,2.14723,1.0088,3.134384,0.597342,2.5370419999999996,2.535724,0.5952265299999999,1.9404974700000002,1.2225300456476944
20220515_Aston Villa_Crystal Palace,2022-05-15 13:00:00,ENG-Premier League,2122,Aston Villa,Crystal Palace,1,1,1,0.799443,1.39009,1.5304124000000001,0.9271796,0.6032328000000001,1.5054596999999998,1.0510806000000001,0.4543790999999997,0.9963727382587936,Crystal Palace,Aston Villa,0,1,1,1.39009,0.799443,1.364931,0.5853526,0.7795783999999999,1.3089369999999998,0.8704986,0.4384383999999998,1.0695693760896239
20220515_Napoli_Genoa,2022-05-15 13:00:00,ITA-Serie A,2122,Napoli,Genoa,1,3,0,2.3453,1.0345,1.775354,1.1530079999999998,0.6223460000000003,1.53016,1.1805124,0.34964759999999995,1.3724046031757444,Genoa,Napoli,0,0,3,1.0345,2.3453,1.2442554000000001,1.6806743999999998,-0.43641899999999967,1.0649679,1.2779336000000001,-0.21296570000000004,0.46949727827732807
20220515_Leeds_Brighton,2022-05-15 13:00:00,ENG-Premier League,2122,Leeds,Brighton,1,1,1,2.22282,2.25898,0.7004619999999999,1.9792640000000001,-1.2788020000000002,1.3285958,1.6234449000000002,-0.2948491000000002,0.7526737984014413,Brighton,Leeds,0,1,1,2.25898,2.22282,1.6870178,0.8996141999999999,0.7874036000000001,1.4735141,1.3459073,0.12760680000000013,0.882244097803952
20220515_Wolverhampton Wanderers_Norwich,2022-05-15 13:00:00,ENG-Premier League,2122,Wolverhampton Wanderers,Norwich,1,1,1,0.999066,1.53212,0.7043476,2.1665140000000003,-1.4621664000000003,0.9357368000000001,1.8999714,-0.9642345999999999,1.2824105214088817,Norwich,Wolverhampton Wanderers,0,1,1,1.53212,0.999066,0.9612046,2.336878,-1.3756734000000002,1.0112978,2.2982869999999997,-1.2869891999999998,0.6921792055918587
20220515_Everton_Brentford,2022-05-15 15:30:00,ENG-Premier League,2122,Everton,Brentford,1,2,3,2.69589,1.81626,1.1197628,1.0817478,0.03801499999999991,1.0035772,1.1382221000000001,-0.13464490000000007,0.8967911020785426,Brentford,Everton,0,3,2,1.81626,2.69589,1.9317729999999997,1.0192145999999997,0.9125584,1.8352637,1.1517244,0.6835393000000001,0.9262968987525341
20220515_AC Milan_Atalanta,2022-05-15 16:00:00,ITA-Serie A,2122,AC Milan,Atalanta,1,2,0,1.53356,0.779491,1.926879,0.647419,1.27946,1.6831216999999998,0.6552562,1.0278654999999999,0.7129604989582756,Atalanta,AC Milan,0,0,2,0.779491,1.53356,2.271092,1.8847992000000002,0.38629279999999966,1.8691490000000002,1.700621,0.16852800000000023,0.8025038118931065
20220515_Real Betis_Granada,2022-05-15 17:30:00,ESP-La Liga,2122,Real Betis,Granada,1,2,0,1.70154,1.15584,0.9311614,0.9740676,-0.042906200000000005,1.3347764999999998,1.0980352999999998,0.23674119999999998,0.8990262422014157,Granada,Real Betis,0,0,2,1.15584,1.70154,1.1945568000000002,1.808614,-0.6140571999999997,1.2960431000000001,1.86926,-0.5732168999999998,1.3116837613781813
20220515_Celta Vigo_Elche,2022-05-15 17:30:00,ESP-La Liga,2122,Celta Vigo,Elche,1,1,0,1.5573,0.445721,1.2721388,0.9477553999999999,0.3243834000000001,1.3125791,1.2447852000000001,0.06779389999999985,0.9904157468180419,Elche,Celta Vigo,0,0,1,0.445721,1.5573,0.6753232600000001,1.6327079999999998,-0.9573847399999997,0.7565556299999999,1.8734763,-1.1169206700000003,1.1896003079108568
20220515_Levante_Alaves,2022-05-15 17:30:00,ESP-La Liga,2122,Levante,Alaves,1,3,1,2.14717,0.571687,2.3401769999999997,2.3111692000000006,0.02900779999999914,1.9432599999999998,2.0658026,-0.12254260000000028,0.8233582622200519,Alaves,Levante,0,1,3,0.571687,2.14717,1.1079664,1.4352042,-0.3272378,1.1669011,1.9031240999999999,-0.7362229999999998,0.7712729285515898
20220515_Atletico Madrid_Sevilla,2022-05-15 17:30:00,ESP-La Liga,2122,Atletico Madrid,Sevilla,1,1,1,0.892826,0.794179,1.6612382,0.7035812,0.9576570000000001,1.6271788999999999,0.9133671,0.7138117999999999,0.9218402955936219,Sevilla,Atletico Madrid,0,1,1,0.794179,0.892826,1.428957,1.6619372,-0.23298019999999986,1.2789074,1.5106296000000001,-0.2317222000000001,0.9383001941343101
20220515_Espanyol_Valencia,2022-05-15 17:30:00,ESP-La Liga,2122,Espanyol,Valencia,1,1,1,0.59873,2.2262,0.8764568,1.6978680000000002,-0.8214112000000001,0.8796505,1.3183528,-0.4387023,0.9094510723849162,Valencia,Espanyol,0,1,1,2.2262,0.59873,0.7012791999999999,1.7884660000000001,-1.0871868000000002,0.7248881,1.162059,-0.4371708999999999,0.9656649548186061
20220515_Getafe_Barcelona,2022-05-15 17:30:00,ESP-La Liga,2122,Getafe,Barcelona,1,0,0,0.237476,0.19547,0.8923718,1.0090282,-0.11665639999999988,0.8811447999999998,0.9991232999999999,-0.1179785000000001,0.6809315779522528,Barcelona,Getafe,0,0,0,0.19547,0.237476,1.42887,0.7997799999999999,0.6290900000000001,1.9956,1.014039,0.9815610000000001,1.0022043484644476
20220515_Cadiz_Real Madrid,2022-05-15 17:30:00,ESP-La Liga,2122,Cadiz,Real Madrid,1,1,1,2.66633,1.92483,1.7905229999999999,1.4562610599999999,0.33426194,1.3715365,1.03786993,0.3336665699999999,0.8749305068217238,Real Madrid,Cadiz,0,1,1,1.92483,2.66633,2.8977019999999998,1.3672879999999998,1.530414,2.3588915,1.4498221,0.9090693999999999,1.144604936426734
20220515_Athletic Club_Osasuna,2022-05-15 17:30:00,ESP-La Liga,2122,Athletic Club,Osasuna,1,2,0,1.47829,0.764272,1.2781272000000001,1.191817,0.08631020000000023,1.7359110000000002,0.9292349,0.8066761000000002,0.6912792814382296,Osasuna,Athletic Club,0,0,2,0.764272,1.47829,0.9546699999999999,1.5549928,-0.6003228,1.2068695,1.9057521999999998,-0.6988826999999997,0.9943071771163517
20220515_Villarreal_Real Sociedad,2022-05-15 17:30:00,ESP-La Liga,2122,Villarreal,Real Sociedad,1,1,2,1.01013,2.72677,2.475538,1.1971512,1.2783867999999998,1.6285116000000002,1.3640133,0.2644983000000001,0.7982744499489902,Real Sociedad,Villarreal,0,2,1,2.72677,1.01013,1.5479940000000003,1.2879062,0.2600878000000004,1.6791468000000003,1.1312106,0.5479362000000003,0.5955401900892822
20220515_Mallorca_Rayo Vallecano,2022-05-15 17:30:00,ESP-La Liga,2122,Mallorca,Rayo Vallecano,1,2,1,0.945419,2.04546,1.1101196,1.6002392,-0.4901196000000001,1.0012979999999998,1.6428672,-0.6415692000000002,0.8988324166907189,Rayo Vallecano,Mallorca,0,1,2,2.04546,0.945419,1.0345696,1.196969,-0.16239939999999997,1.0507486,1.0954191,-0.04467050000000006,0.7613612225024877
20220515_Cagliari_Inter,2022-05-15 18:45:00,ITA-Serie A,2122,Cagliari,Inter,1,1,3,0.669726,2.63086,0.8253127999999998,1.1641198,-0.3388070000000001,0.7916879,1.9962149,-1.2045270000000001,0.8841856946585964,Inter,Cagliari,0,3,1,2.63086,0.669726,3.01112,0.9874343999999999,2.0236856000000003,2.7128474000000002,1.1944949,1.5183525000000002,0.8478173715862632
20220516_Sampdoria_Fiorentina,2022-05-16 16:30:00,ITA-Serie A,2122,Sampdoria,Fiorentina,1,4,1,1.7651,1.57284,0.9323182000000001,1.6801738,-0.7478555999999998,0.9039159000000001,1.7932918999999998,-0.8893759999999997,0.77440747042123,Fiorentina,Sampdoria,0,1,4,1.57284,1.7651,1.8655466,1.3832282,0.48231840000000004,1.7270805,1.1515152,0.5755653000000001,0.6369126181943354
20220516_Juventus_Lazio,2022-05-16 18:45:00,ITA-Serie A,2122,Juventus,Lazio,1,2,2,0.767731,0.839523,1.7206040000000002,1.2897707999999999,0.43083320000000036,1.7898789999999998,1.1682879,0.6215910999999998,0.9497843430844527,Lazio,Juventus,0,2,2,0.839523,0.767731,1.8785688,1.267901,0.6106678000000001,1.7411811,1.2376421,0.503539,1.0912126882076263
20220516_Newcastle United_Arsenal,2022-05-16 19:00:00,ENG-Premier League,2122,Newcastle United,Arsenal,1,2,0,1.68299,0.492454,1.2593654,1.6844025999999999,-0.4250371999999998,1.0090059,1.5914859,-0.5824799999999999,0.9910735000920212,Arsenal,Newcastle United,0,0,2,0.492454,1.68299,1.69795,1.4420444,0.2559056000000002,1.4922775000000001,1.1829653,0.30931220000000015,0.8711510619498973
20220517_Southampton_Liverpool,2022-05-17 18:45:00,ENG-Premier League,2122,Southampton,Liverpool,1,1,2,0.121506,1.19178,0.9848068,1.9618654,-0.9770586,1.193741,2.0673179999999998,-0.8735769999999998,0.5863913642981482,Liverpool,Southampton,0,2,1,1.19178,0.121506,1.900052,0.6160872000000001,1.2839648000000001,1.898518,0.7682084,1.1303096,1.0007800817373964
20220519_Everton_Crystal Palace,2022-05-19 18:45:00,ENG-Premier League,2122,Everton,Crystal Palace,1,3,2,0.813157,1.6023,1.3213027999999998,1.2877332000000001,0.033569599999999644,1.2334394,1.2486346000000001,-0.015195200000000186,0.8918144727544193,Crystal Palace,Everton,0,2,3,1.6023,0.813157,1.337415,0.5693942,0.7680208000000001,1.3661056999999999,0.7785259,0.5875797999999999,0.8052079680159684
20220519_Chelsea_Leicester,2022-05-19 19:00:00,ENG-Premier League,2122,Chelsea,Leicester,1,1,1,1.61996,0.0417972,1.863838,0.8617079999999999,1.0021300000000002,1.8801481000000002,1.0392556,0.8408925000000003,1.0637454231688326,Leicester,Chelsea,0,1,1,0.0417972,1.61996,1.3656216,1.5224544,-0.15683279999999988,1.1389790000000002,1.5997859,-0.4608068999999999,1.4925635217475284
20220519_Aston Villa_Burnley,2022-05-19 19:00:00,ENG-Premier League,2122,Aston Villa,Burnley,1,1,1,0.996403,1.63117,1.392877,1.0084773999999999,0.38439960000000006,1.300025,1.0571426000000002,0.24288239999999983,0.923058461907685,Burnley,Aston Villa,0,1,1,1.63117,0.996403,1.3461596,1.3808128,-0.03465319999999994,1.31875113,1.7123954000000001,-0.39364427,0.7582926140942043
20220520_Torino_Roma,2022-05-20 18:45:00,ITA-Serie A,2122,Torino,Roma,1,0,3,0.516826,2.72468,2.0925255999999997,1.3227524,0.7697731999999997,1.6351898999999999,1.2985734,0.3366164999999999,0.7950142090443385,Roma,Torino,0,3,0,2.72468,0.516826,1.4323101999999999,1.3149808,0.1173293999999998,1.5601901,0.9915309999999999,0.5686591000000001,0.705041837503111
20220520_Real Madrid_Real Betis,2022-05-20 19:00:00,ESP-La Liga,2122,Real Madrid,Real Betis,1,0,0,1.8155,1.43562,2.975614,1.666082,1.3095320000000001,2.3426055000000003,1.6421272999999998,0.7004782000000005,1.0244998466451791,Real Betis,Real Madrid,0,0,0,1.43562,1.8155,1.1959626,1.0316436,0.1643190000000001,1.3734315,0.9461792999999998,0.4272522000000001,0.9465335937514222
20220520_Rayo Vallecano_Levante,2022-05-20 19:00:00,ESP-La Liga,2122,Rayo Vallecano,Levante,1,2,4,2.7327,3.28491,1.2405035999999998,1.2951046,-0.05460100000000012,1.1926050999999998,1.1486767,0.04392839999999976,0.6707998558786511,Levante,Rayo Vallecano,0,4,2,3.28491,2.7327,1.877825,2.1942226000000007,-0.3163976000000006,2.1027554999999998,1.7743113000000001,0.32844419999999963,0.8560192299964356
20220521_Genoa_Bologna,2022-05-21 15:15:00,ITA-Serie A,2122,Genoa,Bologna,1,0,1,0.916093,1.06929,1.3351834,1.7184084,-0.3832249999999999,1.0913308000000002,1.3965596,-0.30522879999999986,0.4581558055945955,Bologna,Genoa,0,1,0,1.06929,0.916093,1.5677156,2.0460394,-0.4783238000000001,1.474718,1.9196114999999998,-0.44489349999999983,0.7459048130525205
20220521_Valencia_Celta Vigo,2022-05-21 15:30:00,ESP-La Liga,2122,Valencia,Celta Vigo,1,2,0,1.47889,1.40936,0.9047112,1.695578,-0.7908668,0.7640541,1.2009518,-0.43689769999999994,0.6544030659568925,Celta Vigo,Valencia,0,0,2,1.40936,1.47889,1.407081,0.8547884,0.5522926,1.1882851,1.1302813,0.05800380000000005,0.8415481759821982
20220521_Atalanta_Empoli,2022-05-21 18:45:00,ITA-Serie A,2122,Atalanta,Empoli,1,0,1,3.27816,0.290017,2.1729841999999997,1.4420732,0.7309109999999996,1.8411450999999999,1.6792500000000001,0.16189509999999974,0.8147099244323958,Empoli,Atalanta,0,1,0,0.290017,3.27816,1.3876132,2.87129,-1.4836768,0.9986967,2.1273893999999998,-1.1286926999999998,0.9011735983771666
20220521_Fiorentina_Juventus,2022-05-21 18:45:00,ITA-Serie A,2122,Fiorentina,Juventus,1,2,0,1.38571,0.0655878,1.4229786,1.7099148,-0.2869362,1.7308405,1.2306371999999999,0.5002033000000001,0.6355290186883086,Juventus,Fiorentina,0,0,2,0.0655878,1.38571,1.5578162,1.4149922,0.14282400000000006,1.6530051000000001,1.1151192,0.5378859,0.9679335121630828
20220521_Lazio_Verona,2022-05-21 18:45:00,ITA-Serie A,2122,Lazio,Verona,1,3,3,3.45526,1.97266,1.6151474000000001,1.3054751999999998,0.3096722000000003,1.6819944,1.2294908,0.4525036,1.1890638939916245,Verona,Lazio,0,3,3,1.97266,3.45526,1.7067476,1.5497252,0.1570224,1.4048753999999999,1.5677749,-0.1628995000000002,0.711806390939445
20220521_Lens_Monaco,2022-05-21 19:00:00,FRA-Ligue 1,2122,Lens,Monaco,1,2,2,1.54786,2.06385,1.1268336,0.8402535999999999,0.28658000000000017,1.0688756,1.1356298,-0.0667542000000001,1.6840110448671064,Monaco,Lens,0,2,2,2.06385,1.54786,2.3432986,1.0597068,1.2835917999999997,2.0467135,1.1589931,0.8877204000000001,1.123752238038085
20220521_Lille_Rennes,2022-05-21 19:00:00,FRA-Ligue 1,2122,Lille,Rennes,1,2,2,1.7131,1.13675,1.074727,1.1050722,-0.03034519999999996,1.2943253000000001,0.8488125999999999,0.4455127000000002,0.6953424341296318,Rennes,Lille,0,2,2,1.13675,1.7131,1.3247927999999998,1.051821,0.2729717999999999,1.5601722,1.3716275,0.1885447,1.7305770923382096
20220521_Nantes_Saint-Etienne,2022-05-21 19:00:00,FRA-Ligue 1,2122,Nantes,Saint-Etienne,1,1,1,1.84905,1.78716,1.3863071999999996,2.441056,-1.0547488000000005,1.4089041999999998,1.7568412000000002,-0.3479370000000004,1.277587732659373,Saint-Etienne,Nantes,0,1,1,1.78716,1.84905,1.1880169999999999,1.7826726000000002,-0.5946556000000003,1.0866246,1.9591927999999998,-0.8725681999999999,1.1963642306973075
20220521_Lorient_Troyes,2022-05-21 19:00:00,FRA-Ligue 1,2122,Lorient,Troyes,1,1,1,1.14699,0.597609,0.869086,1.66313,-0.794044,1.1386473000000001,1.626183,-0.4875356999999998,1.053881167696821,Troyes,Lorient,0,1,1,0.597609,1.14699,1.3223574,1.2459654,0.07639200000000002,1.2325407,1.0687066,0.16383409999999987,0.8924647336475513
20220521_Brest_Bordeaux,2022-05-21 19:00:00,FRA-Ligue 1,2122,Brest,Bordeaux,1,2,4,1.21971,3.43304,1.4338454,2.0102944000000003,-0.5764490000000002,1.0604482,1.7086654000000003,-0.6482172000000004,1.1315959312336699,Bordeaux,Brest,0,4,2,3.43304,1.21971,1.0923866000000002,1.789649,-0.6972623999999998,1.3095706,1.7714660000000002,-0.4618954000000002,0.7636084960913936
20220521_Clermont Foot_Lyon,2022-05-21 19:00:00,FRA-Ligue 1,2122,Clermont Foot,Lyon,1,1,2,2.31455,2.47046,1.071486,1.0911757999999998,-0.01968979999999987,1.3066831,1.3853824,-0.0786992999999998,0.765295911995868,Lyon,Clermont Foot,0,2,1,2.47046,2.31455,2.8690559999999996,1.5348840000000001,1.3341719999999995,2.33004,1.4494764,0.8805635999999999,1.1158601930180627
20220521_Marseille_Strasbourg,2022-05-21 19:00:00,FRA-Ligue 1,2122,Marseille,Strasbourg,1,4,0,2.10355,1.45881,1.5124676,1.0844998000000001,0.4279677999999998,1.7950374000000004,0.9614584,0.8335790000000004,1.1141822927019276,Strasbourg,Marseille,0,0,4,1.45881,2.10355,1.5191812,0.8659052,0.653276,1.5715837,1.0086882000000001,0.5628954999999998,0.6999304587274234
20220521_Reims_Nice,2022-05-21 19:00:00,FRA-Ligue 1,2122,Reims,Nice,1,2,3,0.665065,1.88275,1.0530002,1.2175546000000002,-0.1645544000000001,1.1576146999999999,1.2773029999999999,-0.11968829999999997,0.8638445383904176,Nice,Reims,0,3,2,1.88275,0.665065,1.5861218000000001,1.4290664000000002,0.15705539999999996,1.5024377999999998,1.3161231,0.18631469999999983,0.7321429664888847
20220521_Paris Saint Germain_Metz,2022-05-21 19:00:00,FRA-Ligue 1,2122,Paris Saint Germain,Metz,1,5,0,5.5667,0.693173,2.026408,0.9872061999999999,1.0392018,2.061922,1.0367396000000002,1.0251823999999998,1.4064540722422707,Metz,Paris Saint Germain,0,0,5,0.693173,5.5667,1.2233666,1.6493797999999997,-0.42601319999999965,0.8942640000000001,1.9651459,-1.0708818999999998,1.1182367642700988
20220521_Angers_Montpellier,2022-05-21 19:00:00,FRA-Ligue 1,2122,Angers,Montpellier,1,2,0,2.26485,1.29748,1.0829587999999999,1.3643598,-0.281401,1.1273033,1.4788510000000001,-0.35154770000000024,0.9757791219283029,Montpellier,Angers,0,0,2,1.29748,2.26485,1.1279748,2.0200199999999997,-0.8920451999999996,1.1491352000000001,1.8175573999999997,-0.6684221999999995,0.696175092212742
20220522_Spezia_Napoli,2022-05-22 10:30:00,ITA-Serie A,2122,Spezia,Napoli,1,0,3,1.70411,1.7779,1.34934,2.4770980000000002,-1.1277580000000003,1.2979989,1.8158031000000001,-0.5178042,1.0015409092096232,Napoli,Spezia,0,3,0,1.7779,1.70411,1.9535420000000001,1.1809395999999999,0.7726024000000002,1.6797656,1.1408234,0.5389422000000001,1.3097057650747432
20220522_Leicester_Southampton,2022-05-22 15:00:00,ENG-Premier League,2122,Leicester,Southampton,1,4,1,3.42058,1.05141,1.32685404,1.727806,-0.40095196,1.01529372,1.5893159000000001,-0.57402218,1.5758970951804023,Southampton,Leicester,0,1,4,1.05141,3.42058,0.801094,1.9302173999999996,-1.1291233999999997,1.0729446,1.9011169999999997,-0.8281723999999997,0.7456109610776167
20220522_Liverpool_Wolverhampton Wanderers,2022-05-22 15:00:00,ENG-Premier League,2122,Liverpool,Wolverhampton Wanderers,1,3,1,3.19385,1.11708,1.686474,0.6183430000000001,1.068131,1.7988309999999998,0.64653,1.1523009999999998,1.111832566910084,Wolverhampton Wanderers,Liverpool,0,1,3,1.11708,3.19385,0.8427874,2.185182,-1.3423946000000002,0.9645569,1.7994244,-0.8348674999999999,1.3477677182468777
20220522_Arsenal_Everton,2022-05-22 15:00:00,ENG-Premier League,2122,Arsenal,Everton,1,5,1,4.35597,1.08601,1.4217788000000002,1.6598821999999998,-0.23810339999999952,1.4880964,1.2235833,0.26451310000000006,0.8735987308357638,Everton,Arsenal,0,1,5,1.08601,4.35597,1.398942,1.2673992000000003,0.13154279999999963,1.2438742,1.3330616,-0.08918739999999992,1.045120925314694
20220522_Crystal Palace_Manchester United,2022-05-22 15:00:00,ENG-Premier League,2122,Crystal Palace,Manchester United,1,1,0,0.354618,0.782005,1.5713174,0.5784545999999999,0.9928628000000002,1.4225707,0.8342428,0.5883279000000001,0.8435427191473021,Manchester United,Crystal Palace,0,0,1,0.782005,0.354618,1.1085896,2.155573,-1.0469834,1.0254684,1.837716,-0.8122475999999998,1.2677121326097103
20220522_Norwich_Tottenham,2022-05-22 15:00:00,ENG-Premier League,2122,Norwich,Tottenham,1,0,5,0.310789,3.815,0.9081206,2.2032172,-1.2950966000000002,1.0871758,2.1761296,-1.0889537999999999,0.6438695159793697,Tottenham,Norwich,0,5,0,3.815,0.310789,1.7946959999999996,0.7309734000000001,1.0637225999999995,1.8751330999999998,0.8077968,1.0673362999999998,1.173249422534634
20220522_Chelsea_Watford,2022-05-22 15:00:00,ENG-Premier League,2122,Chelsea,Watford,1,2,1,2.59231,0.575755,1.717912,0.79227244,0.9256395600000001,1.8290641,0.9468630199999998,0.8822010800000003,0.9841093135504034,Watford,Chelsea,0,1,2,0.575755,2.59231,0.8578702,2.1253606,-1.2674904,0.9413233999999999,1.8690825,-0.9277591000000001,0.6373998166838128
20220522_Burnley_Newcastle United,2022-05-22 15:00:00,ENG-Premier League,2122,Burnley,Newcastle United,1,1,2,1.49164,1.74291,1.2429076000000001,1.3164194,-0.0735117999999999,1.3993370299999999,1.6300336999999998,-0.23069666999999994,0.7860859752378774,Newcastle United,Burnley,0,2,1,1.74291,1.49164,1.0873754,1.6746766000000002,-0.5873012000000002,1.0960816000000002,1.4608963000000001,-0.36481469999999994,0.9123400006532354
20220522_Manchester City_Aston Villa,2022-05-22 15:00:00,ENG-Premier League,2122,Manchester City,Aston Villa,1,3,2,3.3209,0.247841,3.2581420000000003,0.7756312,2.4825108000000005,2.5570250000000003,0.61902463,1.9380003700000004,1.2514538373876527,Aston Villa,Manchester City,0,2,3,0.247841,3.3209,1.4735171999999999,1.2875843999999999,0.1859328,1.2723753,1.2008568,0.07151850000000004,0.7859310174199252
