league,match_id,home_team,away_team,selection,p_model,odds,ev,kelly_stake_frac,won
E0,318,Chelsea,Man City,away,0.4923053518265055,2.1,0.03384123883566148,0.007691190644468542,True
E0,316,Nott'm Forest,Aston Villa,away,0.3925944734978163,2.65,0.04037535476921317,0.0061174779953353286,False
E0,319,Man United,Leeds,away,0.19557438473914152,5.3,0.03654423911744997,0.0021246650649680283,True
E0,322,Newcastle,Bournemouth,home,0.5494524208547622,1.96,0.07692674487533391,0.02003300647795154,False
E0,323,Tottenham,Brighton,home,0.43412077433114116,2.68,0.1634436752074584,0.024321975477300355,False
E0,324,Chelsea,Man United,home,0.5209911645082643,2.21,0.15139047356326407,0.03127902346348434,False
E0,320,Brentford,Fulham,away,0.3073407071431739,3.26,0.00193070528674677,0.0002135735936666904,False
E0,321,Leeds,Wolves,away,0.4332853883109615,5.5,1.3830696357102883,0.05,False
E0,328,Man City,Arsenal,away,0.3252099570850808,4.25,0.38214231761159345,0.029395562893199497,False
E0,327,Nott'm Forest,Burnley,away,0.18983655888865558,6.32,0.1997670521763033,0.00938754944437516,False
E0,326,Everton,Liverpool,away,0.5737924975951805,2.25,0.291033119589156,0.05,True
E0,329,Crystal Palace,West Ham,home,0.4947024572135975,2.31,0.1427626761634102,0.02724478552736838,False
E0,330,Brighton,Chelsea,away,0.4051636562114116,2.66,0.07773532552235496,0.011707127337704043,False
E0,331,Bournemouth,Leeds,home,0.609192716474878,2.02,0.23056928727925374,0.05,False
E0,332,Burnley,Man City,home,0.0917118962442602,16.53,0.5159976449176211,0.008306465629710578,False
E0,332,Burnley,Man City,draw,0.15482773891161272,8.3,0.2850702329663857,0.009762679211177594,False
E0,335,Liverpool,Crystal Palace,away,0.16192870669713666,6.31,0.02177013925893223,0.0010249594754676193,False
E0,337,Wolves,Tottenham,home,0.32917223158816905,4.48,0.47469159751499745,0.03410140786745671,False
E0,338,Arsenal,Newcastle,draw,0.22289832946282298,4.66,0.03870621529675522,0.002643867165078901,False
E0,338,Arsenal,Newcastle,away,0.21475725401093365,6.22,0.33579011994800734,0.016081902296360504,False
E0,339,Man United,Brentford,away,0.36978438657287455,3.84,0.41997204443983827,0.03696937010914068,False
E0,340,Leeds,Burnley,draw,0.24311511797048324,5.09,0.23745595046975976,0.014514422400352058,False
E0,340,Leeds,Burnley,away,0.32748017495218584,8.57,1.806505099340233,0.05,False
E0,342,Newcastle,Brighton,home,0.534916955687456,2.5,0.33729238921864013,0.05,True
E0,341,Brentford,West Ham,home,0.5277669734155332,1.91,0.00803491922366839,0.002207395391117705,True
E0,345,Bournemouth,Crystal Palace,draw,0.2635850172405528,4.16,0.09651367172069958,0.007635575294359143,False
E0,345,Bournemouth,Crystal Palace,away,0.3394255462459164,5.2,0.7650128404787655,0.045536478599926516,False
E0,347,Aston Villa,Tottenham,home,0.4770120252978791,2.1,0.0017252531255462777,0.0003921029830786742,False
E0,346,Man United,Liverpool,away,0.5728141874081275,2.76,0.5809671572464319,0.05,False
E0,348,Chelsea,Nott'm Forest,away,0.24063090820460395,4.65,0.11893372315140849,0.008146145421329347,True
E0,349,Everton,Man City,home,0.16886989864284202,6.38,0.07738995334133203,0.003596187422924356,False
E0,349,Everton,Man City,draw,0.2404685444106846,4.63,0.11336936062146963,0.0078078072053353815,True
E0,350,Liverpool,Chelsea,home,0.5637812819603211,1.82,0.0260819331677844,0.007951808892617195,False
E0,351,Brighton,Wolves,draw,0.22149577635470347,5.88,0.30239516496565644,0.01549155558225698,False
E0,351,Brighton,Wolves,away,0.23887664810889098,9.98,1.3839889481267322,0.038529759134931285,False
E0,352,Fulham,Bournemouth,home,0.4179760635048324,2.68,0.12017585019295085,0.017883311040617703,False
E0,354,Man City,Brentford,draw,0.18523284328089748,5.51,0.02063296647774515,0.0011437342836887556,False
E0,354,Man City,Brentford,away,0.14944714854010066,7.23,0.08050288394492777,0.0032304528067788074,False
E0,358,West Ham,Arsenal,away,0.6437452473200147,1.58,0.0171174907656233,0.007378228778285904,True
E0,355,Burnley,Aston Villa,home,0.20750501992721052,5.34,0.10807680641130402,0.006225622489130422,False
E0,356,Crystal Palace,Everton,home,0.43815808326569516,2.71,0.1874084056500338,0.02739888971491724,False
E0,357,Nott'm Forest,Newcastle,away,0.4603324735791544,2.56,0.1784511323626352,0.028597937878627456,False
E0,359,Tottenham,Leeds,home,0.6661140322234951,1.82,0.21232753864676113,0.05,False
E0,360,Man City,Crystal Palace,draw,0.1985205310683385,7.03,0.39559933341041975,0.01640129906345024,False
E0,360,Man City,Crystal Palace,away,0.14478880184003992,12.75,0.846057223460509,0.01800121752043636,False
E0,361,Aston Villa,Liverpool,away,0.5122404912424756,2.43,0.24474439371921575,0.04278748141944333,False
E0,367,Newcastle,West Ham,home,0.6261380258022333,2.05,0.28358295289457813,0.05,True
E0,366,Wolves,Fulham,home,0.34058130431549943,3.68,0.2533391998810379,0.02363238804860429,False
E0,363,Brentford,Crystal Palace,draw,0.24918954058283208,4.09,0.019185220983783058,0.001552202344966276,True
E0,363,Brentford,Crystal Palace,away,0.31659464271220983,4.17,0.32019966010991485,0.025252339125387616,False
E0,362,Man United,Nott'm Forest,draw,0.26333677065714844,4.23,0.1139145398797381,0.008816914851372908,False
E0,362,Man United,Nott'm Forest,away,0.3311137633566231,4.94,0.6357019909817183,0.04033642074757096,False
E0,365,Leeds,Brighton,away,0.5596696954284244,2.14,0.19769314821682826,0.04335376057386584,False
E0,368,Arsenal,Burnley,draw,0.13235122261109883,10.12,0.33939437282432006,0.009303573816456143,False
E0,368,Arsenal,Burnley,away,0.06321597746997534,22.13,0.3989695814105543,0.004720416249533296,False
E0,375,Liverpool,Brentford,home,0.6456227404720325,1.8,0.16212093284965845,0.05,False
E0,371,Brighton,Man United,away,0.2958767922613584,3.58,0.059238916295663024,0.005740205067409197,True
E0,374,Fulham,Newcastle,away,0.453598232108439,2.27,0.029667986886156683,0.0058401548988497405,False
E0,379,Tottenham,Everton,away,0.2721411642606846,3.78,0.02869360090538775,0.0025803597936499677,False
E0,372,Burnley,Wolves,away,0.42578386344255353,2.77,0.17942130173587323,0.025341991770603565,False
E0,376,Man City,Aston Villa,draw,0.20099617206118867,5.93,0.19190730032284864,0.009731607521442635,False
E0,376,Man City,Aston Villa,away,0.1690927853542567,8.39,0.4186884691222139,0.01416402128288951,True
E0,377,Nott'm Forest,Bournemouth,home,0.40799519836918324,3.19,0.3015046827976946,0.03441834278512494,False
N1,762,Nijmegen,Excelsior,home,0.6757408876614448,1.75,0.18254655340752834,0.05,True
N1,764,Heerenveen,Volendam,home,0.647921784130358,1.57,0.01723720108466198,0.007560175914325453,False
N1,765,PSV Eindhoven,Sparta Rotterdam,draw,0.15237941360338494,6.99,0.06513210108766088,0.002718368158917394,False
N1,765,PSV Eindhoven,Sparta Rotterdam,away,0.0845034184240594,12.69,0.07234837980131359,0.001547227968377111,False
N1,768,AZ Alkmaar,Groningen,home,0.7041881830144626,1.5,0.05628227452169399,0.028141137260846966,True
N1,769,Utrecht,Heracles,home,0.6729144960883178,1.52,0.02283003405424311,0.01097597791069375,True
N1,771,Excelsior,Feyenoord,away,0.7575030560959455,1.46,0.10595446190008029,0.05,True
N1,773,Groningen,Heerenveen,away,0.32655323703374584,3.18,0.0384392937673117,0.0044081758907467666,False
N1,772,Heracles,Nijmegen,away,0.47276797206150667,2.41,0.13937081266823115,0.024711136997913323,True
N1,774,Go Ahead Eagles,Ajax,home,0.26174509402900725,3.94,0.031275670474288475,0.002659495788629982,False
N1,778,NAC Breda,For Sittard,draw,0.3092421298077748,3.32,0.02668387096181246,0.0028754171295056414,False
N1,777,Volendam,AZ Alkmaar,away,0.7108028786538516,1.56,0.10885249070000858,0.04859486191964668,False
N1,775,Sparta Rotterdam,Utrecht,draw,0.2882910719988159,3.62,0.04361368063571347,0.004161610747682583,False
N1,776,Twente,PSV Eindhoven,home,0.2631147623152884,4.76,0.2524262686207728,0.016783661477445,False
N1,776,Twente,PSV Eindhoven,draw,0.22370715035808506,4.69,0.049186535179418955,0.0033324210826164674,False
N1,779,Go Ahead Eagles,Sparta Rotterdam,draw,0.284599897858119,3.72,0.05871162003220287,0.005396288605900988,False
N1,779,Go Ahead Eagles,Sparta Rotterdam,away,0.30963066457118865,3.31,0.024877499730634467,0.0026923701007180037,True
N1,780,PSV Eindhoven,Groningen,home,0.8821921178534707,1.16,0.023342856710026005,0.036473213609415606,True
N1,782,Heerenveen,Twente,away,0.5075769932824167,2.28,0.15727554468391003,0.030717879821076162,True
N1,785,Ajax,Heracles,draw,0.13417044685760146,7.54,0.011645169306315095,0.0004451517318927789,False
N1,785,Ajax,Heracles,away,0.07331010357410454,14.34,0.05126688525265921,0.0009607737116315424,False
N1,786,Groningen,Heracles,draw,0.26418416444997417,3.99,0.05409481615539691,0.004522977939414466,False
N1,786,Groningen,Heracles,away,0.2726513338171278,5.29,0.442325555892606,0.025776547546189167,False
N1,790,Excelsior,Twente,away,0.6098373246506121,1.82,0.1099039308641141,0.033507295995156734,False
N1,788,Heerenveen,Go Ahead Eagles,away,0.3616705159300659,2.86,0.034377675559988274,0.00462065531720274,False
N1,787,Volendam,Ajax,away,0.7642405599238129,1.34,0.024082350297909283,0.017707610513168628,False
N1,791,For Sittard,Nijmegen,draw,0.2802718473130435,3.65,0.0229922426926088,0.0021690794993027064,False
N1,794,NAC Breda,AZ Alkmaar,draw,0.25024573071815076,4.34,0.08606647131677425,0.006442101146465139,False
N1,792,Sparta Rotterdam,Feyenoord,draw,0.2588723426291809,3.97,0.027723200237848244,0.0023336027136235896,False
N1,796,Go Ahead Eagles,Volendam,home,0.7195486221139207,1.52,0.09371390561315951,0.04505476231401897,True
N1,798,Feyenoord,Heerenveen,home,0.8060405571214252,1.36,0.09621515768513844,0.05,True
N1,799,Twente,NAC Breda,home,0.7214028610912848,1.45,0.04603414858236299,0.025574526990201633,False
N1,795,Ajax,Zwolle,draw,0.1694721212265313,5.95,0.008359121297861316,0.0004221778433263291,False
N1,802,Utrecht,Groningen,home,0.6354391558864896,1.75,0.11201852280135682,0.03733950760045226,False
N1,801,Heracles,AZ Alkmaar,home,0.18278642765902037,5.74,0.04919409476277692,0.0025946252512013142,False
N1,801,Heracles,AZ Alkmaar,draw,0.23025740829902364,4.36,0.003922300183743177,0.0002918378112904149,False
N1,804,Feyenoord,For Sittard,home,0.8138079628455419,1.28,0.041674192442293645,0.03720910039490506,True
N1,809,NAC Breda,Heracles,away,0.31032375174561744,3.48,0.07992665607474869,0.008057122588180312,False
N1,806,Volendam,Excelsior,away,0.390758281142836,2.78,0.08630802157708395,0.012121913142848885,True
N1,811,Heerenveen,Nijmegen,away,0.4085329142210604,2.54,0.0376736021214934,0.006115844500242453,False
N1,812,PSV Eindhoven,Ajax,home,0.6397332287407211,1.71,0.09394382114663302,0.033078810262898994,False
N1,813,AZ Alkmaar,Feyenoord,away,0.4102654424101616,2.82,0.15694854759665566,0.021558866428112045,False
N1,814,AZ Alkmaar,Zwolle,draw,0.2025367340372653,5.35,0.08357152709936932,0.004802961327549956,True
N1,818,Excelsior,PSV Eindhoven,away,0.8300847930808563,1.24,0.029305143420261803,0.030526191062772656,True
N1,817,Volendam,Zwolle,away,0.465425963252208,2.44,0.13563935033538743,0.023548498322115873,False
N1,819,Heracles,Sparta Rotterdam,draw,0.2800623372242328,3.67,0.02782877761293423,0.0026056907877279344,False
N1,820,Nijmegen,AZ Alkmaar,draw,0.2723004838316956,3.97,0.08103292081183144,0.006820952930288851,False
N1,821,Groningen,Feyenoord,away,0.68574798836303,1.72,0.17948653998441144,0.05,True
N1,822,Utrecht,Heerenveen,home,0.6099761848870515,1.8,0.09795713279669283,0.03061160399896649,False
N1,826,For Sittard,Volendam,home,0.5694274403421995,1.83,0.04205221582622509,0.012666330068140103,True
N1,828,Heerenveen,Excelsior,away,0.22033136771310272,4.9,0.07962370179420342,0.005104083448346365,False
N1,825,Sparta Rotterdam,Ajax,home,0.28131846871945143,3.97,0.11683432081622214,0.009834538789244297,False
N1,825,Sparta Rotterdam,Ajax,draw,0.27135575904394565,4.0,0.08542303617578262,0.007118586347981885,True
N1,827,Zwolle,PSV Eindhoven,away,0.7337036494705417,1.38,0.012511036269347464,0.00823094491404435,True
N1,832,Go Ahead Eagles,Nijmegen,draw,0.2640915602605438,3.86,0.019393422605699095,0.001695229248749921,True
N1,833,Nijmegen,Twente,away,0.3793817926958185,2.66,0.009155568570877293,0.0013788506883851343,False
N1,837,NAC Breda,Zwolle,draw,0.2959369776459404,3.56,0.05353564041954795,0.005228089884721468,True
N1,837,NAC Breda,Zwolle,away,0.3571094863389254,3.28,0.1713191151916753,0.01878499070084159,False
N1,834,PSV Eindhoven,Go Ahead Eagles,home,0.8186569655415421,1.24,0.015134637271512208,0.015765247157825218,True
N1,835,Utrecht,Volendam,home,0.7880546951312875,1.36,0.07175438537855094,0.049829434290660404,True
N1,840,Groningen,Sparta Rotterdam,draw,0.29698988073514726,3.62,0.0751033682612332,0.007166351933323769,False
N1,840,Groningen,Sparta Rotterdam,away,0.40471744979298296,4.0,0.6188697991719319,0.05,True
N1,842,Heerenveen,NAC Breda,draw,0.26368739313727224,3.89,0.025743959303988984,0.002226986098960994,True
N1,843,For Sittard,Groningen,home,0.4158854830819259,2.78,0.15616164296775392,0.021932815023560946,False
N1,845,Volendam,Heracles,away,0.4106837250518934,3.07,0.26079903590931264,0.03149746810498944,False
N1,846,Zwolle,Nijmegen,home,0.3221721646432157,3.17,0.021285761918993673,0.002452276718778073,False
N1,846,Zwolle,Nijmegen,draw,0.27168360462486496,3.74,0.01609668129699493,0.0014686753008207154,True
N1,850,Go Ahead Eagles,Excelsior,home,0.6301491062587192,1.75,0.10276093595275859,0.034253645317586214,True
N1,848,Feyenoord,PSV Eindhoven,home,0.4172585139536453,2.4,0.0014204334887486514,0.00025364883727656474,False
N1,849,AZ Alkmaar,Utrecht,draw,0.24973980919360578,4.26,0.06389158716476051,0.004899661592389619,False
N1,849,AZ Alkmaar,Utrecht,away,0.22205266149818875,4.84,0.07473488165123343,0.004865552190835517,False
N1,851,PSV Eindhoven,For Sittard,home,0.8768099791981322,1.15,0.008331476077851896,0.013885793463086594,True
N1,854,Feyenoord,Volendam,home,0.9235310147168763,1.1,0.01588411618856389,0.0397102904714099,True
N1,853,NAC Breda,Go Ahead Eagles,draw,0.2815896388831022,3.59,0.0109068035903368,0.001052780269337529,False
N1,853,NAC Breda,Go Ahead Eagles,away,0.43317627202089787,2.78,0.204230036218096,0.028683993850856165,False
N1,852,Ajax,Heerenveen,home,0.7377262164607421,1.53,0.12872111118493534,0.05,False
N1,858,Sparta Rotterdam,AZ Alkmaar,home,0.3043707677526941,3.94,0.19922082494561488,0.016940546338912822,False
N1,858,Sparta Rotterdam,AZ Alkmaar,draw,0.29323002311086527,4.02,0.17878469290567822,0.014800057359741586,False
N1,857,Groningen,Twente,away,0.5380056846931633,2.42,0.3019737569574552,0.05,False
N1,859,Utrecht,Nijmegen,home,0.4802387903234612,2.1,0.00850145967926852,0.0019321499271064814,True
N1,863,For Sittard,Heerenveen,home,0.3858312867501883,2.93,0.13048567017805168,0.01690228888316733,True
N1,863,For Sittard,Heerenveen,draw,0.28291917432300634,3.61,0.021338219306052952,0.0020438907381276775,False
N1,861,Excelsior,Heracles,away,0.3179294030472056,3.52,0.11911149872616389,0.011816616937119422,True
N1,862,Volendam,NAC Breda,draw,0.277620640982711,3.63,0.007762926767240996,0.0007379207953651032,False
N1,864,Zwolle,Sparta Rotterdam,draw,0.2953419551302002,3.49,0.030743423404398618,0.00308668909682717,False
N1,868,Go Ahead Eagles,Feyenoord,home,0.1881308269731995,5.34,0.004618616036885292,0.0002660493108804892,True
N1,868,Go Ahead Eagles,Feyenoord,draw,0.22391847010936594,4.55,0.0188290389976149,0.001325988661803874,False
N1,866,Nijmegen,Groningen,home,0.6025906733138013,1.94,0.16902590622877467,0.04495369846509962,True
N1,869,NAC Breda,PSV Eindhoven,away,0.7868634748782994,1.31,0.03079115209057237,0.024831574266590575,True
N1,871,Volendam,Twente,away,0.7013606797988912,1.64,0.15023151487018138,0.05,False
N1,873,Sparta Rotterdam,For Sittard,home,0.553225590534394,1.86,0.028999598393973036,0.008430115812201431,False
N1,870,Ajax,Excelsior,home,0.8238069849042016,1.35,0.11213942962067214,0.05,False
N1,872,Heracles,Go Ahead Eagles,away,0.4245736720710919,2.44,0.035959759853464224,0.00624301386344867,False
N1,874,Heerenveen,AZ Alkmaar,away,0.522564492585571,2.18,0.13919059383654497,0.02948953259248834,False
N1,877,Groningen,Zwolle,draw,0.28119931082919125,4.06,0.14166920196651644,0.011574281206414735,True
N1,877,Groningen,Zwolle,away,0.3204415008025615,5.69,0.823312139566575,0.043886574603761996,False
N1,878,Zwolle,Heerenveen,home,0.4417648828578161,3.93,0.7361359896312174,0.05,True
N1,878,Zwolle,Heerenveen,draw,0.2647744565748076,3.89,0.029972636076001535,0.002592788587889406,False
N1,881,Nijmegen,Sparta Rotterdam,draw,0.2818483897798115,4.29,0.2091295921553915,0.01589130639478659,False
N1,881,Nijmegen,Sparta Rotterdam,away,0.2684232569512273,4.63,0.24279967968418248,0.016721741025081432,False
N1,879,Excelsior,NAC Breda,home,0.44453316293098566,2.28,0.013535611482647258,0.002643674117704543,True
N1,883,Go Ahead Eagles,Utrecht,home,0.36814854431657373,2.77,0.01977146775690919,0.0027925801916538558,False
N1,882,PSV Eindhoven,Volendam,home,0.9596580832168543,1.09,0.04602731070637134,0.05,True
N1,886,Ajax,Groningen,home,0.7571088819489578,1.69,0.2795140104937386,0.05,True
N1,887,Excelsior,Groningen,home,0.4050080711857711,3.36,0.36082711918419075,0.03822321177798632,False
N1,889,For Sittard,Ajax,away,0.6023673668362002,1.76,0.0601665656317123,0.01979163343148431,True
N1,891,Feyenoord,Zwolle,draw,0.13743209696899347,7.72,0.060975788600629466,0.0022684445163924693,False
N1,888,Heerenveen,PSV Eindhoven,away,0.7420745348458887,1.56,0.1576362743595865,0.05,True
N1,894,Volendam,Nijmegen,away,0.6027586721400291,1.8,0.08496560985205237,0.026551753078766366,True
N1,895,Sparta Rotterdam,NAC Breda,home,0.5846121441885492,2.04,0.1926087741446405,0.046300186092461657,True
N1,893,AZ Alkmaar,Go Ahead Eagles,draw,0.22254151564764288,4.96,0.10380591761230873,0.006553403889665955,True
N1,893,AZ Alkmaar,Go Ahead Eagles,away,0.16524683303566434,6.47,0.06914700974074828,0.0031602838089921518,False
N1,898,PSV Eindhoven,Heracles,home,0.907810890952326,1.11,0.007670088957081989,0.017432020357004505,True
N1,899,Zwolle,For Sittard,home,0.4732168206915569,2.34,0.1073273604182432,0.02002376127206028,True
N1,897,Groningen,Volendam,draw,0.2265605414569301,4.64,0.0512409123601556,0.003519293431329368,False
N1,897,Groningen,Volendam,away,0.18332889451236686,6.65,0.21913714850723975,0.009696334004745117,False
N1,903,NAC Breda,Utrecht,away,0.5096837320498575,2.49,0.2691124928041453,0.04515310281948746,False
N1,900,Sparta Rotterdam,Heerenveen,home,0.5303867123686601,2.9,0.5381214658691142,0.05,False
N1,902,Twente,Go Ahead Eagles,draw,0.22053490487661903,4.79,0.056362194359005136,0.0037178228469000748,False
N1,902,Twente,Go Ahead Eagles,away,0.17946335682553205,6.89,0.23650252852791587,0.010038307662475203,False
N1,901,Ajax,Feyenoord,home,0.3621611275608666,2.97,0.0756185488557739,0.009596262545148972,True
N1,906,Nijmegen,Ajax,away,0.44220257500473237,2.72,0.2027910040128722,0.029475436629777918,False
N1,905,Excelsior,Zwolle,away,0.3719144609625943,3.16,0.17524969664179801,0.020283529703911805,False
N1,904,Heracles,Heerenveen,home,0.38886381336005393,3.2,0.24436420275217263,0.027768659403655978,False
N1,910,Go Ahead Eagles,Groningen,home,0.5576629506978201,3.14,0.7510616651911552,0.05,False
N1,909,Feyenoord,Twente,home,0.6102490372510206,1.68,0.025218382581714716,0.00927146418445392,False
N1,912,Volendam,Sparta Rotterdam,away,0.5562706815400387,2.34,0.3016733948036905,0.05,True
N1,915,PSV Eindhoven,Excelsior,home,0.9280331352221027,1.14,0.05795777415319692,0.05,True
N1,914,Twente,Zwolle,draw,0.20136276539652842,5.69,0.1457541351062468,0.007769410186900148,True
N1,914,Twente,Zwolle,away,0.13304219498976133,9.11,0.2120143963567256,0.0065355855843626885,False
N1,913,AZ Alkmaar,Volendam,home,0.8421065436429543,1.2,0.010527852371545077,0.013159815464431453,True
N1,916,Groningen,NAC Breda,draw,0.2871305238472386,3.86,0.10832382205034086,0.009468865563840984,True
N1,916,Groningen,NAC Breda,away,0.24584619744235678,4.79,0.17760328574888895,0.01171525631588978,False
N1,918,Go Ahead Eagles,For Sittard,home,0.5562990506176053,2.12,0.17935398730932328,0.040034372167259656,False
N1,917,Heerenveen,Feyenoord,away,0.6626186363271145,2.13,0.41137769537675384,0.05,False
N1,920,Sparta Rotterdam,Heracles,home,0.5918832650722811,1.81,0.0713087097808287,0.022008861043465666,True
N1,924,For Sittard,PSV Eindhoven,away,0.7586668571716992,1.35,0.024200257181794083,0.01728589798699573,True
N1,925,NAC Breda,Nijmegen,away,0.4773954899729094,2.2,0.05027007794040084,0.01047293290425015,True
N1,922,Zwolle,AZ Alkmaar,home,0.22518953220983978,5.39,0.21377157861103635,0.012173780103134196,True
N1,922,Zwolle,AZ Alkmaar,draw,0.25778418060760466,4.44,0.14456176189776482,0.01050594199838407,False
N1,926,Heerenveen,Groningen,home,0.4837226795327847,2.21,0.06902712176745407,0.014261802018069047,False
N1,928,Volendam,Utrecht,away,0.6374406167917095,1.8,0.14739311022507717,0.04606034694533658,False
N1,932,Nijmegen,Zwolle,draw,0.2391545014933031,4.66,0.11445997695879262,0.00781830443707599,False
N1,932,Nijmegen,Zwolle,away,0.191780535623798,5.95,0.14109418696159803,0.007125969038464552,False
N1,933,PSV Eindhoven,NAC Breda,home,0.8949320064828437,1.22,0.0918170479090692,0.05,False
N1,934,Twente,Excelsior,home,0.7674601521149078,1.32,0.01304740079167832,0.010193281868498707,False
N1,931,Ajax,Volendam,home,0.8837732226740047,1.28,0.13122972502272612,0.05,True
N1,937,Feyenoord,Heracles,home,0.8515829900063037,1.23,0.04744707770775358,0.05,True
N1,936,Groningen,For Sittard,draw,0.2903711408494064,4.02,0.1672919862146136,0.013848674355514373,False
N1,936,Groningen,For Sittard,away,0.27615411158898506,5.28,0.45809370918984116,0.026757810116229044,True
N1,938,Utrecht,Sparta Rotterdam,draw,0.27448481910539946,3.72,0.02108352707208594,0.0019378241794196737,False
N1,939,NAC Breda,Twente,away,0.5717396285354877,2.08,0.18921842735381444,0.04380056188745702,False
N1,942,Sparta Rotterdam,Groningen,home,0.5559462020963861,2.64,0.4676979735344595,0.05,True
N1,943,Excelsior,Ajax,away,0.6783247974825841,1.77,0.2006348915441738,0.05,False
N1,946,Heerenveen,Utrecht,away,0.44206551778996034,3.81,0.6842696227797489,0.05,False
N1,947,Volendam,Go Ahead Eagles,away,0.554524415470672,2.22,0.23104420234489198,0.047345123431330315,False
N1,945,PSV Eindhoven,Feyenoord,away,0.2517440101176035,4.25,0.0699120429998148,0.005377849461524224,False
N1,948,NAC Breda,Excelsior,away,0.29278728849432434,4.14,0.21213937436650276,0.01689007757695085,True
N1,952,For Sittard,Sparta Rotterdam,draw,0.3065127817221092,3.32,0.017622435317402596,0.0018989693229959576,True
N1,949,Nijmegen,Heracles,draw,0.2083534248647666,4.8,9.643935087955136e-05,6.3446941368198935e-06,False
N1,950,Zwolle,Volendam,home,0.6339280547557495,1.68,0.06499913198965923,0.02389673970208058,False
N1,951,Twente,Heerenveen,home,0.673894681764117,1.72,0.15909885263428136,0.05,True
N1,956,Groningen,PSV Eindhoven,away,0.763302707809294,1.77,0.3510457928224504,0.05,True
N1,953,Utrecht,Feyenoord,away,0.5012145108167059,2.13,0.06758690803958345,0.014952855760969792,True
N1,957,Go Ahead Eagles,Heerenveen,home,0.5281825564033094,2.57,0.35742916995650487,0.05,False
N1,958,Nijmegen,Utrecht,draw,0.2648068400725714,3.91,0.03539474468375414,0.003040785625752074,False
N1,958,Nijmegen,Utrecht,away,0.3203427488500264,4.33,0.3870841025206142,0.02906036805710317,True
N1,959,Volendam,PSV Eindhoven,away,0.8909124139002116,1.23,0.09582226909726033,0.05,False
N1,961,Excelsior,AZ Alkmaar,away,0.6227242018204213,1.97,0.22676667758623004,0.05,True
N1,962,Ajax,For Sittard,home,0.7518227433122785,1.35,0.014960703471575965,0.010686216765411441,True
N1,963,Groningen,Utrecht,away,0.4741038825774291,3.63,0.7209970937560675,0.05,True
N1,960,Heracles,NAC Breda,home,0.46000698647229027,2.61,0.20061823469267748,0.031151899796999612,False
N1,964,Feyenoord,Go Ahead Eagles,home,0.7452473738180626,1.37,0.02098890213074589,0.014181690628882316,True
N1,965,Heerenveen,Zwolle,draw,0.2639077394108043,4.34,0.1453595890428907,0.010880208760695405,False
N1,965,Heerenveen,Zwolle,away,0.2879128407190539,5.4,0.554729339882891,0.03151871249334608,False
N1,967,Sparta Rotterdam,Nijmegen,home,0.40961162369634996,2.64,0.081374686558364,0.012404677829018884,False
N1,967,Sparta Rotterdam,Nijmegen,draw,0.2873584964638763,3.58,0.02874341734067709,0.0027852148585927414,True
N1,968,For Sittard,Excelsior,home,0.4777176576611038,2.21,0.05575602343103947,0.011519839551867637,True
N1,970,NAC Breda,Volendam,draw,0.2544539650388868,4.12,0.04835033596021354,0.0038742256378376323,False
N1,970,NAC Breda,Volendam,away,0.21849394350989393,5.57,0.21701126535010928,0.011871513421778406,False
N1,969,PSV Eindhoven,Heerenveen,home,0.8711327358395375,1.36,0.18474052074177116,0.05,True
N1,971,Ajax,Nijmegen,home,0.61352534135033,1.75,0.0736693473630774,0.024556449121025836,False
N1,973,Go Ahead Eagles,Heracles,home,0.5939878590990583,1.71,0.015719239059389656,0.005534943330770987,True
N1,972,Twente,Groningen,home,0.6962798154713883,1.53,0.06530811767122402,0.030805715882652865,True
N1,975,AZ Alkmaar,Sparta Rotterdam,home,0.5552946915756167,1.96,0.08837759548820867,0.02301499882505437,True
N1,980,Nijmegen,For Sittard,draw,0.23813598641003753,4.86,0.1573408939527825,0.010190472406268296,False
N1,978,Heerenveen,Sparta Rotterdam,draw,0.28635353135882796,3.64,0.04232685414613391,0.004008224824444488,False
N1,978,Heerenveen,Sparta Rotterdam,away,0.3749486821034085,3.25,0.2185832168360775,0.0242870240928975,False
N1,979,Heracles,PSV Eindhoven,away,0.7986996047863165,1.26,0.006361502030758803,0.006116828875729645,True
N1,985,Excelsior,Go Ahead Eagles,away,0.4564931040033592,2.73,0.24622617392917046,0.03558181704178765,True
N1,983,Volendam,Groningen,home,0.31481138357208865,3.61,0.13646909469524005,0.01307175236544445,True
N1,981,Zwolle,Ajax,away,0.5695414383954718,1.76,0.002392931576030266,0.0007871485447468163,False
N1,982,Twente,Feyenoord,away,0.44026491163147685,2.86,0.25915764726602375,0.03483301710564836,False
N1,984,Utrecht,AZ Alkmaar,away,0.3665399773205692,3.01,0.10328533173491317,0.012846434295387212,False
N1,986,Heracles,Utrecht,away,0.507378789495889,2.18,0.10608576110103818,0.022475796843440265,False
N1,989,Excelsior,Heerenveen,home,0.36954805049407047,2.76,0.01995261936363435,0.002834178886879895,False
N1,988,PSV Eindhoven,AZ Alkmaar,draw,0.19103406369639322,5.58,0.0659700754258743,0.003600986649883962,False
N1,988,PSV Eindhoven,AZ Alkmaar,away,0.1536227463886687,7.52,0.1552430528427886,0.005952571044585457,False
N1,987,Groningen,Ajax,away,0.6044690179004207,2.36,0.42654688224499293,0.05,False
N1,992,Go Ahead Eagles,Twente,home,0.3115366035243743,4.11,0.2804154404851784,0.022541434122602764,False
